	gene	str	chr	promoter_start	promoter_end
10680	Fbxo7	1	chr10	86019971	86021971
10681	Pacs1	-1	chr19	5273119	5275119
10682	Plec	-1	chr15	76232574	76234574
10683	2310002L09Rik	-1	chr4	73950846	73952846
10684	Spaar	1	chr4	43728033	43730033
10685	Usp44	1	chr10	93829554	93831554
10686	Rex1bd	-1	chr8	70506752	70508752
10687	H2-Ob	1	chr17	34236902	34238902
10688	Snrnp70	-1	chr7	45395742	45397742
10689	Skap2	-1	chr6	52012549	52014549
10690	Banf1	-1	chr19	5367168	5369168
10691	Olfr159	-1	chr4	43771009	43773009
10692	Fgfr1op	1	chr17	8163500	8165500
10693	Ppp1r3b	1	chr8	35373738	35375738
10694	Gm12569	1	chr11	51218472	51220472
10695	Phospho1	1	chr11	95822498	95824498
10696	Prl8a2	1	chr13	27343672	27345672
10697	F2rl2	1	chr13	95694852	95696852
10698	Scrt2	1	chr2	152079528	152081528
10699	Tiam1	-1	chr16	90143769	90145769
10700	Dmrt3	1	chr19	25608300	25610300
10701	Ninj1	1	chr13	49185484	49187484
10702	Gm4340	1	chr10	104192041	104194041
10703	Wdr34	-1	chr2	30048881	30050881
10704	Iqgap2	-1	chr13	95892483	95894483
10705	Ubash3b	-1	chr9	41161697	41163697
10706	Fam227b	-1	chr2	126152004	126154004
10707	Eif1ad	1	chr19	5364740	5366740
10708	BC049762	-1	chr11	51263046	51265046
10709	Elk3	-1	chr10	93311135	93313135
10710	Camta1	-1	chr4	151861876	151863876
10711	Clk4	1	chr11	51259729	51261729
10712	Olfr156	-1	chr4	43823895	43825895
10713	Cd180	1	chr13	102691557	102693557
10714	Vmn2r49	-1	chr7	9992257	9994257
10715	G3bp1	1	chr11	55467684	55469684
10716	Exosc2	1	chr2	31668714	31670714
10717	Luc7l	1	chr17	26250895	26252895
10718	Taf6l	-1	chr19	8786417	8788417
10719	Cdk17	1	chr10	93158874	93160874
10720	Gab2	1	chr7	97079585	97081585
10721	Slc25a25	-1	chr2	32451445	32453445
10722	Crnn	1	chr3	93142786	93144786
10723	Tctex1d1	1	chr4	102976605	102978605
10724	Tmem161b	1	chr13	84220295	84222295
10725	Mdga2	-1	chr12	67222549	67224549
10726	Vmn1r219	1	chr13	23157311	23159311
10727	Fgf7	1	chr2	126032657	126034657
10728	Rsu1	-1	chr2	13271415	13273415
10729	Uimc1	-1	chr13	55100300	55102300
10730	Tmem235	1	chr11	117858751	117860751
10731	Nup43	1	chr10	7665502	7667502
10732	Slc10a2	-1	chr8	5105351	5107351
10733	Mast4	-1	chr13	103334497	103336497
10734	Btbd35f21	1	chrX	32724108	32726108
10735	Sytl5	1	chrX	9883621	9885621
10736	Btbd35f30	1	chrX	32892580	32894580
10737	Rpp40	-1	chr13	35906359	35908359
10738	Fbxo17	1	chr7	28714803	28716803
10739	Cops2	-1	chr2	125859139	125861139
10740	Tha1	-1	chr11	117873481	117875481
10741	Gm10037	1	chr13	67829105	67831105
10742	Olfr1306	-1	chr2	111916271	111918271
10743	Vmn1r220	-1	chr13	23187975	23189975
10744	Hhex	1	chr19	37432809	37434809
10745	Slc25a32	-1	chr15	39112716	39114716
10746	Rnf6	-1	chr5	146221555	146223555
10747	BC048507	1	chr13	67861325	67863325
10748	Susd1	-1	chr4	59438633	59440633
10749	1700040F15Rik	1	chrY	61100246	61102246
10750	Kdm5b	1	chr1	134558170	134560170
10751	Btbd35f5	1	chrX	32971937	32973937
10752	Tmem161a	1	chr8	70170355	70172355
10753	Fam205a1	-1	chr4	42853888	42855888
10754	Edem1	1	chr6	108826640	108828640
10755	Sec14l2	-1	chr11	4123415	4125415
10756	H2-Q4	1	chr17	35377616	35379616
10757	Ccl21a	-1	chr4	42773993	42775993
10758	Cd8b1	1	chr6	71320787	71322787
10759	Actn2	-1	chr13	12340760	12342760
10760	Lrrc61	1	chr6	48552795	48554795
10761	Abl1	1	chr2	31686375	31688375
10762	Pak2	-1	chr16	32079342	32081342
10763	Srxn1	1	chr2	152103515	152105515
10764	Ccl19	-1	chr4	42756577	42758577
10765	Nckap1	-1	chr2	80581380	80583380
10766	Atad1	-1	chr19	32739786	32741786
10767	Olfr157	-1	chr4	43840201	43842201
10768	Btbd35f12	1	chrX	33311378	33313378
10769	Rarres2	-1	chr6	48572789	48574789
10770	Slc6a7	-1	chr18	61014222	61016222
10771	Zfp94	-1	chr7	24316666	24318666
10772	Serpinf2	-1	chr11	75439591	75441591
10773	Olfr1307	-1	chr2	111949440	111951440
10774	Sv2a	1	chr3	96179150	96181150
10775	Gm773	-1	chrX	56212881	56214881
10776	Olfr1308	-1	chr2	111964944	111966944
10777	Lama3	1	chr18	12331818	12333818
10778	Idi1	1	chr13	8883500	8885500
10779	Ash2l	-1	chr8	25847694	25849694
10780	Gm12394	-1	chr4	42856771	42858771
10781	Olfr1309	-1	chr2	111990281	111992281
10782	4930578G10Rik	1	chr4	42733544	42735544
10783	Tfrc	1	chr16	32606919	32608919
10784	Slco6c1	-1	chr1	97128301	97130301
10785	Mgst3	-1	chr1	167393841	167395841
10786	Flg2	1	chr3	93195277	93197277
10787	Psma6	1	chr12	55382221	55384221
10788	Vmn1r221	1	chr13	23212126	23214126
10789	Vmn1r222	-1	chr13	23235947	23237947
10790	Uts2	1	chr4	150995096	150997096
10791	Nfib	-1	chr4	82705750	82707750
10792	Cnn1	1	chr9	22097215	22099215
10793	Myo18b	-1	chr5	112896362	112898362
10794	Cep128	-1	chr12	91384409	91386409
10795	Tnn	-1	chr1	160153580	160155580
10796	Scgb2b24	-1	chr7	33739312	33741312
10797	Olfr155	1	chr4	43849564	43851564
10798	Per3	-1	chr4	151044665	151046665
10799	Tcf15	1	chr2	152141560	152143560
10800	Vmn1r223	1	chr13	23245133	23247133
10801	Abcc3	-1	chr11	94392997	94394997
10802	Tescl	-1	chr7	24333936	24335936
10803	Arhgap19	-1	chr19	41802047	41804047
10804	Rbm33	1	chr5	28315120	28317120
10805	Ppp1r3a	-1	chr6	14755274	14757274
10806	Ttc26	1	chr6	38379468	38381468
10807	Mindy3	-1	chr2	12419470	12421470
10808	Wdr77	1	chr3	105957368	105959368
10809	Nrcam	1	chr12	44326884	44328884
10810	Gm9733	-1	chr3	15332302	15334302
10811	Ddhd2	-1	chr8	25754596	25756596
10812	Ncoa1	-1	chr12	4477182	4479182
10813	Fbxl19	1	chr7	127742542	127744542
10814	Scpep1	-1	chr11	88955465	88957465
10815	Zfp715	-1	chr7	43313294	43315294
10816	Nxpe5	1	chr5	138223897	138225897
10817	Nceh1	1	chr3	27180964	27182964
10818	Il23a	-1	chr10	128298752	128300752
10819	Mrps25	-1	chr6	92184033	92186033
10820	Snrpb	-1	chr2	130179403	130181403
10821	Tlk1	-1	chr2	70825728	70827728
10822	Ctif	-1	chr18	75697554	75699554
10823	Nr2c2	1	chr6	92089389	92091389
10824	2310011J03Rik	-1	chr10	80320537	80322537
10825	Cavin1	-1	chr11	100970887	100972887
10826	Lratd2	-1	chr15	60853778	60855778
10827	AL929275.1	1	chr2	31687117	31689117
10828	Nudt19	-1	chr7	35556304	35558304
10829	Sirpb1a	-1	chr3	15426520	15428520
10830	Apc2	1	chr10	80293976	80295976
10831	Ccdc82	1	chr9	13244954	13246954
10832	Atp13a2	1	chr4	140984872	140986872
10833	Gm13090	1	chr4	151087569	151089569
10834	Xpot	-1	chr10	121626332	121628332
10835	Naif1	1	chr2	32448456	32450456
10836	Prl2b1	-1	chr13	27390846	27392846
10837	Socs3	-1	chr11	117970047	117972047
10838	Dok3	-1	chr13	55529296	55531296
10839	Pdcd10	-1	chr3	75556856	75558856
10840	Sfxn5	-1	chr6	85333422	85335422
10841	Prkaa2	-1	chr4	105109890	105111890
10842	Btbd35f15	-1	chrX	33577314	33579314
10843	Btbd35f13	1	chrX	33655171	33657171
10844	Asphd1	-1	chr7	126949582	126951582
10845	Ovgp1	1	chr3	105971710	105973710
10846	Tex21	-1	chr12	76246746	76248746
10847	Arl6ip4	1	chr5	124114088	124116088
10848	Tsen54	1	chr11	115812723	115814723
10849	Cdk18	-1	chr1	132139684	132141684
10850	Galk2	1	chr2	125857108	125859108
10851	Lrrc4b	1	chr7	44427017	44429017
10852	H2ac21	1	chr3	96217864	96219864
10853	Kctd13	1	chr7	126926878	126928878
10854	Siglec15	-1	chr18	78057395	78059395
10855	Bag4	-1	chr8	25785287	25787287
10856	Bola1	-1	chr3	96219709	96221709
10857	Cad	1	chr5	31052779	31054779
10858	Klk1b5	1	chr7	44213944	44215944
10859	Asap1	-1	chr15	64382919	64384919
10860	Zar1	-1	chr5	72581254	72583254
10861	Actb	-1	chr5	142906754	142908754
10862	Sez6l2	1	chr7	126948562	126950562
10863	Btbd35f14	-1	chrX	33702349	33704349
10864	Shtn1	-1	chr19	59076100	59078100
10865	Lamtor4	1	chr5	138253481	138255481
10866	Btbd35f6	-1	chrX	33956540	33958540
10867	Slc16a11	1	chr11	70210751	70212751
10868	Btbd35f9	-1	chrX	34161564	34163564
10869	Kif20a	1	chr18	34622612	34624612
10870	Plpp3	1	chr4	105155346	105157346
10871	Olfr1310	-1	chr2	112012708	112014708
10872	Spin2g	-1	chrX	34238733	34240733
10873	Olfr1311	-1	chr2	112024412	112026412
10874	Rgs9bp	-1	chr7	35585582	35587582
10875	Atp5pb	-1	chr3	105960099	105962099
10876	Pink1	-1	chr4	138326307	138328307
10877	Klk1	1	chr7	44223359	44225359
10878	Zbtb7c	1	chr18	75818177	75820177
10879	Tfap2a	-1	chr13	40738376	40740376
10880	Zkscan14	-1	chr5	145201868	145203868
10881	Olfr1312	-1	chr2	112050238	112052238
10882	Wipf1	-1	chr2	73529734	73531734
10883	Phlpp1	1	chr1	106169751	106171751
10884	Lyar	1	chr5	38218469	38220469
10885	Dcaf13	1	chr15	39110864	39112864
10886	Slc10a4l	-1	chr5	72587551	72589551
10887	Vmn2r50	-1	chr7	10053296	10055296
10888	Mthfd1	1	chr12	76253297	76255297
10889	Rab29	1	chr1	131865223	131867223
10890	Gm12728	1	chr4	105787868	105789868
10891	Pgs1	1	chr11	117984291	117986291
10892	Vmn2r51	-1	chr7	10105741	10107741
10893	Rab11fip5	-1	chr6	85374634	85376634
10894	Fmnl1	1	chr11	103169106	103171106
10895	Tsg101	-1	chr7	46919969	46921969
10896	Olfr1313	-1	chr2	112077843	112079843
10897	Lrrc75a	-1	chr11	62648523	62650523
10898	Orai3	1	chr7	127767814	127769814
10899	Fkbp8	1	chr8	70525723	70527723
10900	Bicd1	1	chr6	149406885	149408885
10901	Scgb1b24	1	chr7	33741798	33743798
10902	Zkscan5	1	chr5	145202561	145204561
10903	Olfr1314	-1	chr2	112096781	112098781
10904	Lzts1	-1	chr8	69184225	69186225
10905	Gorasp2	1	chr2	70659575	70661575
10906	Olfr1315-ps1	-1	chr2	112115440	112117440
10907	Slc14a1	-1	chr18	78142119	78144119
10908	Cubn	-1	chr2	13491813	13493813
10909	Olfr1316	-1	chr2	112134977	112136977
10910	Slc35f5	1	chr1	125558594	125560594
10911	Olfr1317	1	chr2	112138328	112140328
10912	9230102O04Rik	-1	chr2	9889540	9891540
10913	BC017158	-1	chr7	128298170	128300170
10914	4930412O13Rik	1	chr2	9879251	9881251
10915	Rdh11	-1	chr12	79192293	79194293
10916	Prom1	-1	chr5	44102032	44104032
10917	Alcam	-1	chr16	52454074	52456074
10918	Flg	1	chr3	93271522	93273522
10919	Lrrc52	-1	chr1	167466780	167468780
10920	Gata3	-1	chr2	9890034	9892034
10921	Tmem41b	-1	chr7	109986929	109988929
10922	Loxl3	1	chr6	83032172	83034172
10923	Adgrb1	1	chr15	74514194	74516194
10924	Slc16a3	1	chr11	120946479	120948479
10925	Dnah17	-1	chr11	118130634	118132634
10926	Cyp4f15	1	chr17	32683626	32685626
10927	Kcng4	-1	chr8	119635680	119637680
10928	Cdx1	-1	chr18	61036199	61038199
10929	Plcd3	-1	chr11	103101658	103103658
10930	Kcna7	1	chr7	45403652	45405652
10931	Top3a	-1	chr11	60777365	60779365
10932	Mrps12	-1	chr7	28741820	28743820
10933	Cdc23	-1	chr18	34651735	34653735
10934	Tnfaip6	1	chr2	52036008	52038008
10935	Zbtb7a	1	chr10	81133219	81135219
10936	Ccnq	-1	chr11	78751729	78753729
10937	Fscn1	1	chr5	142958342	142960342
10938	Aup1	1	chr6	83052520	83054520
10939	Ccdc157	-1	chr11	4160293	4162293
10940	A830018L16Rik	1	chr1	11412104	11414104
10941	Igfbp4	1	chr11	99039243	99041243
10942	Zfp930	1	chr8	69207037	69209037
10943	Csnk1d	-1	chr11	120991330	120993330
10944	Lyrm9	1	chr11	78824583	78826583
10945	Noto	1	chr6	85421885	85423885
10946	Tspan1	-1	chr4	116167601	116169601
10947	Dpm3	1	chr3	89257357	89259357
10948	Mak	-1	chr13	41079706	41081706
10949	Slc5a2	1	chr7	128263656	128265656
10950	Oprd1	-1	chr4	132144486	132146486
10951	Kcnip2	-1	chr19	45816061	45818061
10952	Cdh3	1	chr8	106508890	106510890
10953	Sdc1	1	chr12	8769322	8771322
10954	9430038I01Rik	-1	chr7	137410762	137412762
10955	Msantd1	1	chr5	34906011	34908011
10956	Wapl	1	chr14	34671927	34673927
10957	Kxd1	-1	chr8	70527956	70529956
10958	Usp35	-1	chr7	97332020	97334020
10959	Col26a1	-1	chr5	136883209	136885209
10960	Pgr	1	chr9	8897832	8899832
10961	Htt	1	chr5	34759739	34761739
10962	Serpini1	1	chr3	75555546	75557546
10963	Cit	1	chr5	115843277	115845277
10964	Gm49661	-1	chr8	84969433	84971433
10965	Junb	-1	chr8	84978718	84980718
10966	Il12rb2	-1	chr6	67376188	67378188
10967	Rnf215	1	chr11	4133201	4135201
10968	Vmn2r39	-1	chr7	9030798	9032798
10969	Rnaseh2a	-1	chr8	84969767	84971767
10970	Htra2	-1	chr6	83055273	83057273
10971	Vmn2r52	-1	chr7	10176573	10178573
10972	Brd8	-1	chr18	34624601	34626601
10973	D1Ertd622e	-1	chr1	97662074	97664074
10974	Vmn2r38	-1	chr7	9097881	9099881
10975	H2ac20	-1	chr3	96220880	96222880
10976	Lypd1	-1	chr1	125913101	125915101
10977	Btbd35f8	1	chrX	34448458	34450458
10978	H2bc21	1	chr3	96219118	96221118
10979	Rsph3b	-1	chr17	6948682	6950682
10980	Ccdc117	-1	chr11	5542187	5544187
10981	H2-Q6	1	chr17	35422849	35424849
10982	Plagl1	1	chr10	13058503	13060503
10983	Serbp1	1	chr6	67236175	67238175
10984	P3h3	-1	chr6	124857752	124859752
10985	Tagap1	-1	chr17	6961156	6963156
10986	Dgcr6	1	chr16	18050859	18052859
10987	H3c15	-1	chr3	96239127	96241127
10988	Gpr39	1	chr1	125674994	125676994
10989	Olfr1318	1	chr2	112152197	112154197
10990	Neurl1b	1	chr17	26412828	26414828
10991	H2ac19	-1	chr3	96240276	96242276
10992	Irs1	-1	chr1	82291416	82293416
10993	Esrp1	-1	chr4	11386783	11388783
10994	Timeless	1	chr10	128230064	128232064
10995	Mrps14	1	chr1	160193214	160195214
10996	Opa1	1	chr16	29577333	29579333
10997	Tbc1d23	-1	chr16	57231504	57233504
10998	Hdac5	-1	chr11	102230166	102232166
10999	Hsd3b7	1	chr7	127798603	127800603
11000	Vmn2r37	-1	chr7	9223653	9225653
11001	Zfp449	1	chrX	56344399	56346399
11002	Scarb1	-1	chr5	125341094	125343094
11003	H2-Q7	1	chr17	35437154	35439154
11004	Ckap5	1	chr2	91524761	91526761
11005	Prodh	-1	chr16	18090203	18092203
11006	Uba52	-1	chr8	70510801	70512801
11007	Klhl32	-1	chr4	24851124	24853124
11008	Cuedc2	-1	chr19	46338702	46340702
11009	Smim10l2a	1	chrX	56372585	56374585
11010	Frat1	1	chr19	41827969	41829969
11011	Cmtm2a	-1	chr8	104293181	104295181
11012	Map11	-1	chr5	138264033	138266033
11013	Frat2	-1	chr19	41848132	41850132
11014	Scgb2b26	-1	chr7	33945040	33947040
11015	Fgf3	1	chr7	144836082	144838082
11016	Ankra2	1	chr13	98261073	98263073
11017	Gm35339	1	chr15	76352431	76354431
11018	Scgb2b27	-1	chr7	34013942	34015942
11019	Rxrg	1	chr1	167596383	167598383
11020	Fgf4	1	chr7	144845366	144847366
11021	Rrp12	-1	chr19	41896173	41898173
11022	Taf3	-1	chr2	10048596	10050596
11023	Gm45711	-1	chr8	104310081	104312081
11024	Prdx2	1	chr8	84967586	84969586
11025	Cdc37	-1	chr9	21149982	21151982
11026	Cmtm1	-1	chr8	104310145	104312145
11027	Patj	1	chr4	98393784	98395784
11028	Mettl21e	-1	chr1	44218961	44220961
11029	Zfp157	1	chr5	138439467	138441467
11030	Slc26a2	-1	chr18	61211612	61213612
11031	Gpc2	-1	chr5	138280005	138282005
11032	Sall3	-1	chr18	80986771	80988771
11033	H2ac18	1	chr3	96243496	96245496
11034	Misp	1	chr10	79818988	79820988
11035	H3c14	1	chr3	96244684	96246684
11036	Eri1	-1	chr8	35496196	35498196
11037	Dmrt2	1	chr19	25670410	25672410
11038	Scg5	-1	chr2	113829121	113831121
11039	Lrrn4	-1	chr2	132880891	132882891
11040	Fgf15	1	chr7	144894530	144896530
11041	Tigd5	1	chr15	75907734	75909734
11042	Sned1	1	chr1	93233840	93235840
11043	Hsdl2	1	chr4	59579562	59581562
11044	Ctsk	1	chr3	95497255	95499255
11045	Ankrd29	-1	chr18	12305797	12307797
11046	Ccar1	-1	chr10	62792286	62794286
11047	Aspdh	1	chr7	44463390	44465390
11048	Cox6b2	-1	chr7	4753094	4755094
11049	Setd1a	1	chr7	127774669	127776669
11050	Slc50a1	-1	chr3	89270570	89272570
11051	Gm10486	1	chrX	35065383	35067383
11052	Frmd3	1	chr4	74011441	74013441
11053	Cmtm2b	1	chr8	104320229	104322229
11054	Kirrel	-1	chr3	87174747	87176747
11055	Ctss	1	chr3	95524785	95526785
11056	Serpinb11	1	chr1	107359197	107361197
11057	Lypd5	1	chr7	24347195	24349195
11058	Tgfa	1	chr6	86193222	86195222
11059	Tnfsf10	1	chr3	27315027	27317027
11060	Sim1	1	chr10	50892753	50894753
11061	Pjvk	1	chr2	76646475	76648475
11062	Polr2g	-1	chr19	8798577	8800577
11063	Pycrl	-1	chr15	75921560	75923560
11064	Gm21497	1	chrY	61644745	61646745
11065	Gm43720	-1	chr5	138279958	138281958
11066	Cnga1	-1	chr5	72644275	72646275
11067	Gal3st4	-1	chr5	138272840	138274840
11068	Cabin1	-1	chr10	75764341	75766341
11069	Zfp839	1	chr12	110848252	110850252
11070	Zfp871	-1	chr17	32788287	32790287
11071	Tex35	-1	chr1	157108680	157110680
11072	Tchh	1	chr3	93440329	93442329
11073	Mcmbp	-1	chr7	128740495	128742495
11074	Gm49388	1	chr7	127783607	127785607
11075	Zbtb3	1	chr19	8800554	8802554
11076	Rptn	1	chr3	93391698	93393698
11077	Jazf1	-1	chr6	53068631	53070631
11078	Ptbp1	1	chr10	79852426	79854426
11079	Hrnr	1	chr3	93317748	93319748
11080	Adprhl1	-1	chr8	13254162	13256162
11081	Fam126b	-1	chr1	58586323	58588323
11082	Ghsr	1	chr3	27369350	27371350
11083	Mmgt2	1	chr11	62646663	62648663
11084	Atp6v1g3	1	chr1	138271737	138273737
11085	H4c14	-1	chr3	96263311	96265311
11086	Zfp462	1	chr4	54943047	54945047
11087	Bcl2	-1	chr1	106714274	106716274
11088	H2-Q10	1	chr17	35468088	35470088
11089	Fam102a	1	chr2	32533331	32535331
11090	Csnk2a1	1	chr2	152224838	152226838
11091	Ccr6	1	chr17	8234042	8236042
11092	H2-Ab1	1	chr17	34255688	34257688
11093	Fgd2	1	chr17	29358913	29360913
11094	Zfp811	-1	chr17	32809931	32811931
11095	1700028J19Rik	-1	chr7	44246695	44248695
11096	Cryba1	-1	chr11	77725283	77727283
11097	Galnt11	1	chr5	25219903	25221903
11098	H3c13	1	chr3	96266653	96268653
11099	E130308A19Rik	1	chr4	59624210	59626210
11100	LTO1	1	chr7	144913099	144915099
11101	Selenot	1	chr3	58574635	58576635
11102	Kcnab2	-1	chr4	152477910	152479910
11103	H2bc18	1	chr3	96267751	96269751
11104	Gm36864	1	chr7	44234176	44236176
11105	Sardh	-1	chr2	27248337	27250337
11106	Slc10a1	-1	chr12	80968705	80970705
11107	Cacybp	-1	chr1	160212875	160214875
11108	Nufip2	1	chr11	77684154	77686154
11109	Mterf4	-1	chr1	93305915	93307915
11110	Nudcd1	-1	chr15	44428307	44430307
11111	D930020B18Rik	1	chr10	121639587	121641587
11112	Enho	-1	chr4	41640324	41642324
11113	Slc25a42	-1	chr8	70212305	70214305
11114	Pcbp1	-1	chr6	86526321	86528321
11115	Dnaic1	1	chr4	41567774	41569774
11116	Gcm2	-1	chr13	41111035	41113035
11117	Ccnd1	-1	chr7	144939925	144941925
11118	Ppp1r3g	1	chr13	35956838	35958838
11119	Slc16a13	-1	chr11	70221064	70223064
11120	Fem1al	-1	chr11	29825668	29827668
11121	Cdh1	1	chr8	106601350	106603350
11122	Inip	-1	chr4	59801589	59803589
11123	Rtn4	1	chr11	29690946	29692946
11124	Zmat4	1	chr8	23634018	23636018
11125	Atg13	-1	chr2	91710576	91712576
11126	Lats1	1	chr10	7679213	7681213
11127	Zfp799	-1	chr17	32830261	32832261
11128	Unkl	1	chr17	25186396	25188396
11129	Puf60	-1	chr15	76080924	76082924
11130	Gmfb	-1	chr14	46822242	46824242
11131	Abra	-1	chr15	41869720	41871720
11132	Scgb1b27	1	chr7	34019482	34021482
11133	Eny2	1	chr15	44426041	44428041
11134	Prodh2	1	chr7	30491621	30493621
11135	Zfp287	-1	chr11	62731905	62733905
11136	Zfp322a	-1	chr13	23369208	23371208
11137	Olfr1367	1	chr13	21344909	21346909
11138	Grm7	1	chr6	110643580	110645580
11139	Pgam1	1	chr19	41909922	41911922
11140	Fam71e2	-1	chr7	4771302	4773302
11141	Pde6a	1	chr18	61218314	61220314
11142	Hgh1	1	chr15	76366897	76368897
11143	Nek7	-1	chr1	138620141	138622141
11144	Iws1	1	chr18	32065740	32067740
11145	Scgb1b30	1	chr7	34093430	34095430
11146	Ergic1	1	chr17	26559488	26561488
11147	H60b	1	chr10	22156585	22158585
11148	Fam136a	1	chr6	86363645	86365645
11149	Gpr162	-1	chr6	124863983	124865983
11150	Raet1d	1	chr10	22358551	22360551
11151	Tmem80	1	chr7	141325738	141327738
11152	Insl5	-1	chr4	103026842	103028842
11153	Tenm3	-1	chr8	48843951	48845951
11154	S100pbp	-1	chr4	129189727	129191727
11155	Fkbp7	-1	chr2	76673116	76675116
11156	Serpinb7	1	chr1	107397654	107399654
11157	Foxp2	1	chr6	14899348	14901348
11158	Pcgf6	-1	chr19	47050906	47052906
11159	Wdr5	1	chr2	27513156	27515156
11160	Tjp2	-1	chr19	24225030	24227030
11161	1700042G07Rik	1	chr4	116171371	116173371
11162	Zfp286	-1	chr11	62789462	62791462
11163	Lmx1a	1	chr1	167687236	167689236
11164	Gm49337	1	chr4	116171383	116173383
11165	Pcdh18	-1	chr3	49757325	49759325
11166	Pik3r3	1	chr4	116219617	116221617
11167	Urb1	-1	chr16	90810413	90812413
11168	Pipox	-1	chr11	77894096	77896096
11169	Elof1	-1	chr9	22117172	22119172
11170	Gtpbp10	-1	chr5	5559538	5561538
11171	Mfhas1	1	chr8	35585797	35587797
11172	Itk	-1	chr11	46389515	46391515
11173	Aadacl2fm2	1	chr3	59727789	59729789
11174	Pten	1	chr19	32755496	32757496
11175	Atp5md	-1	chr19	47090647	47092647
11176	1700123K08Rik	-1	chr5	138564712	138566712
11177	Efna1	-1	chr3	89281142	89283142
11178	Raet1e	1	chr10	22156568	22158568
11179	Card19	-1	chr13	49216037	49218037
11180	Kidins220	1	chr12	24972924	24974924
11181	Taf5	1	chr19	47065745	47067745
11182	Cd4	-1	chr6	124888221	124890221
11183	Galntl5	1	chr5	25179459	25181459
11184	Tns4	-1	chr11	99089306	99091306
11185	Tssk5	-1	chr15	76374938	76376938
11186	Sec23ip	1	chr7	128742942	128744942
11187	Sugp2	1	chr8	70232225	70234225
11188	Olfr1412	1	chr1	92583778	92585778
11189	Pgrmc2	-1	chr3	41083046	41085046
11190	Gm20908	1	chrY	64471265	64473265
11191	Snx30	1	chr4	59803839	59805839
11192	Nipal1	1	chr5	72645794	72647794
11193	Olfr1411	1	chr1	92592410	92594410
11194	Bcl6b	-1	chr11	70229798	70231798
11195	Abca9	-1	chr11	110168196	110170196
11196	Srpx	-1	chrX	10117709	10119709
11197	Grb10	-1	chr11	12038683	12040683
11198	Exosc1	-1	chr19	41933423	41935423
11199	Arhgap33os	1	chr7	30513121	30515121
11200	Pbx1	-1	chr1	168432270	168434270
11201	Olfr1410	1	chr1	92603781	92605781
11202	Dyrk2	-1	chr10	118870209	118872209
11203	Fcgr1	-1	chr3	96293969	96295969
11204	Ipo7	1	chr7	110016273	110018273
11205	Pip5kl1	1	chr2	32572796	32574796
11206	Nfkbia	-1	chr12	55492647	55494647
11207	Olfr12	1	chr1	92615787	92617787
11208	Uevld	-1	chr7	46958527	46960527
11209	Cd209f	-1	chr8	4105835	4107835
11210	Micu1	1	chr10	59700476	59702476
11211	Prrg4	-1	chr2	104849876	104851876
11212	Ppp1r13b	-1	chr12	111908110	111910110
11213	Kcnu1	1	chr8	25847622	25849622
11214	St6galnac2	-1	chr11	116681290	116683290
11215	Cadps2	-1	chr6	23839421	23841421
11216	St6galnac2	-1	chr11	116694868	116696868
11217	Dusp1	-1	chr17	26562128	26564128
11218	Gm8773	1	chr5	5571798	5573798
11219	Zmiz1	1	chr14	25457184	25459184
11220	Ttbk2	-1	chr2	120850604	120852604
11221	Olfr764-ps1	-1	chr10	129039896	129041896
11222	Tnfrsf14	-1	chr4	154928563	154930563
11223	Olfr765	-1	chr10	129049998	129051998
11224	Hoxa1	-1	chr6	52158317	52160317
11225	Akr1c12	-1	chr13	4279433	4281433
11226	Armc6	-1	chr8	70234466	70236466
11227	Tnni2	1	chr7	142439807	142441807
11228	Gsdma	1	chr11	98662350	98664350
11229	Kdsr	-1	chr1	106759727	106761727
11230	Ubc	-1	chr5	125390202	125392202
11231	Tek	1	chr4	94737288	94739288
11232	Cda	-1	chr4	138367992	138369992
11233	Sars2	1	chr7	28739991	28741991
11234	Ntf5	1	chr7	45411694	45413694
11235	4930444G20Rik	-1	chr10	22068079	22070079
11236	Dpm2	1	chr2	32568857	32570857
11237	Arhgap32	1	chr9	32114135	32116135
11238	Elobl	-1	chr11	88966931	88968931
11239	D130040H23Rik	1	chr8	69269079	69271079
11240	Gpx5	-1	chr13	21292731	21294731
11241	Lyve1	-1	chr7	110863239	110865239
11242	Zfyve21	1	chr12	111812169	111814169
11243	Gprc5d	-1	chr6	135118283	135120283
11244	Zfp143	1	chr7	110059216	110061216
11245	Sirpb1b	-1	chr3	15575065	15577065
11246	Vax1	-1	chr19	59170056	59172056
11247	Siglecf	1	chr7	43349340	43351340
11248	Rpgr	-1	chrX	10216920	10218920
11249	Efna3	-1	chr3	89322965	89324965
11250	Gm20918	1	chrY	5041936	5043936
11251	Mfap5	1	chr6	122503844	122505844
11252	Ints6l	1	chrX	56452856	56454856
11253	Aldoart2	1	chr12	55563238	55565238
11254	Galr1	-1	chr18	82406777	82408777
11255	Mfap2	1	chr4	141008417	141010417
11256	Olfr766-ps1	-1	chr10	129068977	129070977
11257	Cd209g	1	chr8	4132097	4134097
11258	Insm2	1	chr12	55597426	55599426
11259	Slc46a2	-1	chr4	59915056	59917056
11260	Tshr	1	chr12	91382562	91384562
11261	Olfr767	-1	chr10	129082910	129084910
11262	Prdm16	-1	chr4	154636873	154638873
11263	Prpf18	-1	chr2	4652113	4654113
11264	Cops9	-1	chr1	92641985	92643985
11265	2810408A11Rik	-1	chr11	69900987	69902987
