	gene	str	chr	promoter_start	promoter_end
6982	DHX15	1	chr4	73690459	73692459
6983	GPR142	1	chr18	9125666	9127666
6984	PEX14	1	chr21	3743001	3745001
6985	RCOR3	-1	chr3	22414051	22416051
6986	BTBD17	-1	chr18	9124152	9126152
6987	MYL10	-1	chr19	3920950	3922950
6988	SUPV3L1	1	chr6	11534757	11536757
6989	LHX8	1	chr8	30054345	30056345
6990		-1	chr8	6455597	6457597
6991		1	chrZ	41976719	41978719
6992		1	chr5	39101651	39103651
6993	NOL6	-1	chrZ	7288141	7290141
6994	NFX1	1	chr2	55366340	55368340
6995	GRK6	1	chr13	10840167	10842167
6996	CENPT	-1	chr11	882868	884868
6997	SLC7A5	-1	chr11	17987235	17989235
6998		1	chr2	131042995	131044995
6999	HSPA4	1	chr13	17849236	17851236
7000		-1	chr2	131020415	131022415
7001	C3orf52	1	chr1	89911296	89913296
7002		1	chrZ	75086553	75088553
7003	VWA2	1	chr6	28683714	28685714
7004		-1	chrZ	75121136	75123136
7005	STAT3	-1	chr27	7727343	7729343
7006	CALML4	-1	chr10	19577993	19579993
7007	MITF	1	chr12	15880965	15882965
7008	SCRN1	-1	chr2	33902516	33904516
7009		-1	chr30	635961	637961
7010	TTC24	1	chr25	1510782	1512782
7011	TENM4	1	chr1	193459897	193461897
7012	RPLP2	-1	chr5	15993624	15995624
7013		-1	chr15	9176596	9178596
7014	SOD3	-1	chr4	73667513	73669513
7015	DFFA	-1	chr21	3744957	3746957
7016	LINGO1	1	chr10	3210740	3212740
7017		-1	chr1	48259629	48261629
7018	SLC35B4	1	chr1	1974734	1976734
7019	VPS26A	1	chr6	11522667	11524667
7020	CHIA	-1	chr26	5100133	5102133
7021	VASH1	1	chr5	39072524	39074524
7022	UFL1	-1	chr3	72832528	72834528
7023		1	chr18	9107547	9109547
7024	AQP3	-1	chrZ	7209340	7211340
7025	TBL1XR1	1	chr9	18057870	18059870
7026		1	chr13	10836522	10838522
7027	HEBP1	-1	chr1	48250223	48252223
7028		1	chr11	845626	847626
7029	CENPS	1	chr21	3733570	3735570
7030	ATXN10	1	chr1	70565703	70567703
7031		-1	chr2	55354731	55356731
7032	YWHAH	-1	chr15	9116390	9118390
7033	CBLN3	1	chr20	12106430	12108430
7034	SIRT3	1	chr5	1845181	1847181
7035		-1	chr2	131017405	131019405
7036	COL26A1	1	chr19	3671295	3673295
7037		1	chr1	48224519	48226519
7038	SLC34A1	1	chr13	10832100	10834100
7039	CCDC149	1	chr4	73609511	73611511
7040	CUL4A	-1	chr1	138890288	138892288
7041	HSPD1	-1	chr7	10231186	10233186
7042	ATP23	1	chr1	31561283	31563283
7043	KIF1BP	1	chr6	11506508	11508508
7044	DRD2	1	chr24	5738653	5740653
7045	PNPLA2	-1	chr5	15987045	15989045
7046	TTYH2	1	chr18	9100099	9102099
7047	SNX33	1	chr10	3151959	3153959
7048		1	chrZ	74957515	74959515
7049	CEP350	-1	chr8	6436044	6438044
7050	SLC44A5	-1	chr8	30137386	30139386
7051		-1	chr2	55347701	55349701
7052		-1	chrZ	7165204	7167204
7053		-1	chr26	5080553	5082553
7054	SS18	-1	chr2	104126238	104128238
7055	RANBP10	-1	chr11	847606	849606
7056		-1	chr1	1938922	1940922
7057	KMT2C	-1	chr2	6760289	6762289
7058	RGS14	1	chr13	10823769	10825769
7059		-1	chrZ	7137256	7139256
7060	CCL17	1	chr11	780459	782459
7061	SLC5A1	-1	chr15	9080058	9082058
7062		1	chr7	19593813	19595813
7063	LGI2	1	chr4	73565818	73567818
7064		-1	chr2	55333431	55335431
7065		-1	chr1	1852908	1854908
7066	DDX47	1	chr1	48198509	48200509
7067		-1	chr13	10824827	10826827
7068	SNUPN	-1	chr10	3153415	3155415
7069	TYW3	1	chr8	29986143	29988143
7070	CRACR2B	-1	chr5	15957238	15959238
7071	GNAZ	-1	chr15	9013471	9015471
7072		-1	chr30	621897	623897
7073	KCNV2	1	chrZ	26599231	26601231
7074	HSF1	1	chr2	130887826	130889826
7075		1	chrZ	74892359	74894359
7076	CHMP5	-1	chr2	85646774	85648774
7077	PGD	1	chr21	3722855	3724855
7078	CX3CL1	1	chr11	769896	771896
7079	RPL38	1	chr18	9095962	9097962
7080	QSOX1	-1	chr8	6376220	6378220
7081	PID1	-1	chr9	10077916	10079916
7082		1	chr1	193226380	193228380
7083	ZCCHC10	-1	chr13	17843987	17845987
7084	FKBP1B	1	chr3	104139132	104141132
7085		1	chrZ	74876646	74878646
7086	WIPF3	1	chr2	33836516	33838516
7087		-1	chr5	26416554	26418554
7088		-1	chr30	610741	612741
7089	APOLD1	1	chr1	48187927	48189927
7090		-1	chr2	55312884	55314884
7091	LHX4	-1	chr8	6366057	6368057
7092	HIST1H111R	-1	chr1	48177285	48179285
7093	TRAF5	-1	chr3	22387324	22389324
7094		-1	chr5	15925428	15927428
7095		-1	chr9	17887810	17889810
7096	TUBAL3	1	chr1	1831149	1833149
7097		-1	chr1	1843919	1845919
7098	LMAN2	-1	chr13	10823089	10825089
7099	RSPH14	1	chr15	8976152	8978152
7100	ANGEL1	-1	chr5	39104510	39106510
7101	TPGS2	1	chrZ	7100974	7102974
7102	PLLP	-1	chr11	765693	767693
7103	RD3	1	chr3	22311881	22313881
7104		1	chr6	11497638	11499638
7105	H2A-VIII	1	chr1	48173635	48175635
7106	MBNL3	-1	chr4	3553962	3555962
7107	PTPN9	-1	chr10	3142964	3144964
7108	SEPSECS	1	chr4	73525041	73527041
7109	ACBD6	1	chr8	6287073	6289073
7110	LCP1	-1	chr1	169399736	169401736
7111	SLC30A1	1	chr3	22288233	22290233
7112	ZNF521	-1	chr2	103841408	103843408
7113	RABEP1	-1	chr19	3618621	3620621
7114	TAF8	1	chr26	5066731	5068731
7115	B4GALT7	-1	chr13	10817473	10819473
7116		-1	chr1	48175348	48177348
7117	TMEM144	1	chr4	21786909	21788909
7118		1	chr1	192363089	192365089
7119	GALNT11	1	chr2	6576373	6578373
7120		-1	chr3	22290945	22292945
7121	PHLDB1	-1	chr24	5714141	5716141
7122	FBLN1	1	chr1	70450866	70452866
7123	CRYZ	-1	chr8	29988079	29990079
7124	ESRRB	1	chr5	38845494	38847494
7125		-1	chr1	48173552	48175552
7126	NUP88	1	chr19	3582185	3584185
7127	PTCH1	-1	chrZ	41851352	41853352
7128	TNS3	-1	chr2	55235133	55237133
7129	N4BP3	-1	chr13	10813473	10815473
7130	HIST1H3H	1	chr1	48170184	48172184
7131	NET1	-1	chr1	1784158	1786158
7132	PSMD13	-1	chr5	1847181	1849181
7133	SCX	1	chr2	130826339	130828339
7134	CD151	-1	chr5	15915623	15917623
7135	RIBC2	1	chr1	70397297	70399297
7136	TASP1	1	chr3	12723380	12725380
7137		1	chrZ	74802285	74804285
7138	KIAA1328	-1	chrZ	7102689	7104689
7139		-1	chr7	19540378	19542378
7140	CCND3	-1	chr26	5043220	5045220
7141	XPR1	-1	chr8	6287512	6289512
7142		1	chr6	11483482	11485482
7143	HIST1H2B5	1	chr1	48168394	48170394
7144		1	chr20	12077634	12079634
7145	TMPRSS7	1	chr1	89859240	89861240
7146	SIN3A	-1	chr10	3133530	3135530
7147	RAB36	-1	chr15	8976084	8978084
7148		-1	chr2	54977754	54979754
7149	POLR2L	1	chr5	15869248	15871248
7150	CALML3	-1	chr1	1769795	1771795
7151	RPAIN	-1	chr19	3584062	3586062
7152	BYSL	1	chr26	5024433	5026433
7153		-1	chr8	29974805	29976805
7154		1	chr2	103405603	103407603
7155	CPB2	-1	chr1	169340549	169342549
7156	TNNT2	1	chr26	805501	807501
7157	BAG1	-1	chr2	85637391	85639391
7158	PI4K2B	-1	chr4	73524378	73526378
7159		-1	chr8	6208758	6210758
7160		1	chrZ	6829507	6831507
7161	RAP2C	-1	chr4	3480395	3482395
7162	H2A-VIII	-1	chr1	48170081	48172081
7163	SCN9A	1	chr7	19503894	19505894
7164	EPN2	1	chr14	5574294	5576294
7165	NHP2	1	chr13	10804495	10806495
7166	SMC1B	-1	chr1	70398886	70400886
7167	NEK2	1	chr3	22261927	22263927
7168		1	chrZ	6768917	6770917
7169	C1QBP	1	chr19	3576322	3578322
7170		1	chr2	103394236	103396236
7171	BCR	-1	chr15	8958301	8960301
7172	IGFBP3	-1	chr2	54947966	54949966
7173		1	chr1	48158178	48160178
7174	GPATCH2L	1	chr5	38767384	38769384
7175	CELF4	1	chrZ	6766901	6768901
7176	MED20	-1	chr26	5026376	5028376
7177	ASB13	1	chr1	1750991	1752991
7178	UPK3A	1	chr1	70329028	70331028
7179		-1	chr7	19389166	19391166
7180	ARL2BP	1	chr11	749356	751356
7181	IGFBP1	1	chr2	54914521	54916521
7182	ZC3H13	-1	chr1	169317221	169319221
7183	ZMAT3	1	chr9	17732338	17734338
7184		1	chr19	3566849	3568849
7185	H2A-VIII	-1	chr1	48159885	48161885
7186		1	chrZ	6154147	6156147
7187	B3GALT1	-1	chr7	19191211	19193211
7188	FRMD7	-1	chr4	3465447	3467447
7189	STX10	1	chr8	6187806	6189806
7190		1	chrZ	5406839	5408839
7191	IMPACT	1	chr2	103369898	103371898
7192		1	chrZ	5326478	5328478
7193	SIAH3	-1	chr1	169254113	169256113
7194	USP49	-1	chr26	5018796	5020796
7195	KIF1B	1	chr21	3643370	3645370
7196	IER5	-1	chr8	6182746	6184746
7197		1	chr1	48151913	48153913
7198	TNNI3K	1	chr8	29913374	29915374
7199	RSPRY1	1	chr11	717305	719305
7200	KIAA0930	-1	chr1	70290413	70292413
7201	FHL5	-1	chr3	72808323	72810323
7202		1	chr6	11453148	11455148
7203		1	chrZ	74791130	74793130
7204	LAMP1	-1	chr1	138850368	138852368
7205	GRAPL	-1	chr14	5568596	5570596
7206	SPECC1L	-1	chr15	8857762	8859762
7207	TENM3	-1	chr4	40498128	40500128
7208	SPERT	1	chr1	169181529	169183529
7209	LPGAT1	1	chr3	22183166	22185166
7210	FANCC	-1	chrZ	41742224	41744224
7211	FAM83G	-1	chr14	5556709	5558709
7212	STAT5A	-1	chr27	7699792	7701792
7213	IFT43	1	chr5	38684020	38686020
7214	FPGT	1	chr8	29904698	29906698
7215	FAM192A	-1	chr11	719090	721090
7216	TOMM6	1	chr26	4983092	4985092
7217	HYOU1	-1	chr24	5691720	5693720
7218	H2A-VIII	-1	chr1	48153627	48155627
7219	STK26	1	chr4	3423935	3425935
7220		-1	chr1	169146350	169148350
7221		-1	chr5	26404503	26406503
7222	MC3R	-1	chr20	12062990	12064990
7223		1	chr26	4963878	4965878
7224	STK39	1	chr7	19083870	19085870
7225	ADORA2A	-1	chr15	8783957	8785957
7226	DERL2	1	chr19	3562077	3564077
7227	HIST1H101	1	chr1	48149568	48151568
7228	ADCY1	1	chr2	54708631	54710631
7229		1	chr6	11436887	11438887
7230		-1	chrZ	74676032	74678032
7231	IL20RA	1	chr3	54954241	54956241
7232	RPN2	1	chr20	5017514	5019514
7233	OSBPL1A	-1	chr2	103359526	103361526
7234	TASOR2	-1	chr1	1745742	1747742
7235	PIK3CA	-1	chr9	17719909	17721909
7236	GPR63	1	chr3	72718695	72720695
7237		-1	chr1	48141912	48143912
7238	COG3	1	chr1	169108179	169110179
7239	IL13RA1	1	chr4	3390322	3392322
7240	ZCCHC4	-1	chr4	73506423	73508423
7241	FRS3	-1	chr26	4965400	4967400
7242	TGFB3	-1	chr5	38684139	38686139
7243	SLC37A4	-1	chr24	5675589	5677589
7244	NDUFAF4	1	chr3	72655212	72657212
7245	NEGR1	-1	chr8	29680796	29682796
7246	SLC5A10	1	chr14	5533593	5535593
7247	UPB1	-1	chr15	8742998	8744998
7248	ZNF639	-1	chr9	17692375	17694375
7249	H2A-VIII	1	chr1	48138187	48140187
7250	RAMP3	1	chr2	54474376	54476376
7251	PRKAG2	-1	chr2	6550794	6552794
7252		-1	chr1	48139799	48141799
7253	SLC25A30	1	chr1	169099304	169101304
7254	TRAPPC4	1	chr24	5663121	5665121
7255		-1	chr1	48138991	48140991
7256	UBE4B	1	chr21	3598703	3600703
7257		1	chr5	1833940	1835940
7258	ZNF830	-1	chr2	85626391	85628391
7259	EMILIN3	-1	chr20	4980108	4982108
7260	GUCD1	1	chr15	8717647	8719647
7261	CPNE2	1	chr11	666261	668261
7262		1	chr6	11384545	11386545
7263	COQ10B	1	chr7	10209053	10211053
7264		-1	chrZ	74652830	74654830
7265		-1	chr24	5665784	5667784
7266	GHDC	-1	chr27	7694475	7696475
7267		-1	chrZ	74539871	74541871
7268	GRTP1	1	chr1	138801177	138803177
7269	SPHKAP	-1	chr9	9792058	9794058
7270	TTC39C	1	chr2	103245555	103247555
7271		1	chr1	48133981	48135981
7272	CENATAC	1	chr24	5657829	5659829
7273	ANAPC4	-1	chr4	73495834	73497834
7274	SAP130	-1	chr9	1674567	1676567
7275	RBP7	1	chr21	3594395	3596395
7276	HIST1H103	-1	chr1	48130279	48132279
7277	ZRANB2	-1	chr8	29472794	29474794
7278		1	chr20	4964749	4966749
7279	NMNAT1	1	chr21	3586411	3588411
7280	MFN1	-1	chr9	17684776	17686776
7281	BCL9L	-1	chr24	5619306	5621306
7282	TPT1	-1	chr1	169089257	169091257
7283	AFF4	-1	chr13	17816519	17818519
7284		1	chr26	795807	797807
7285	FAM210B	-1	chr20	12032765	12034765
7286		-1	chrZ	74471213	74473213
7287	GASK1B	-1	chr4	21785966	21787966
7288	BOP1	-1	chr2	130899627	130901627
7289	KLHDC4	-1	chr11	17940191	17942191
7290		-1	chrZ	74550104	74552104
7291		-1	chr1	48123735	48125735
7292	PTGER3	-1	chr8	29460129	29462129
7293	SNRPD3	-1	chr15	8719468	8721468
7294		1	chr30	598217	600217
7295		-1	chr9	1653690	1655690
7296	PGC	-1	chr26	4950586	4952586
7297		-1	chr1	48121729	48123729
7298	KCTD4	-1	chr1	169018944	169020944
7299	ZHX3	-1	chr20	4966601	4968601
7300	DOCK11	1	chr4	3314454	3316454
7301	KLHL32	-1	chr3	72641635	72643635
7302	SDK2	-1	chr18	9054883	9056883
7303	NUP50	1	chr1	70200949	70202949
7304	CXCR5	1	chr24	5594880	5596880
7305		-1	chr26	4944658	4946658
7306	SLC25A16	-1	chr6	11348888	11350888
7307		-1	chr9	1647044	1649044
7308		1	chr1	48115645	48117645
7309		1	chr15	8691397	8693397
7310	PDIA4	-1	chr2	54411534	54413534
7311	NDUFAF5	-1	chr3	12693207	12695207
7312		-1	chr27	7689239	7691239
7313	RHEB	-1	chr2	6363279	6365279
7314	DCTD	1	chr4	40000737	40002737
7315		1	chr1	48114061	48116061
7316	CERS6	-1	chr7	19054038	19056038
7317	INTS7	1	chr3	22143669	22145669
7318	CTH	1	chr8	29403129	29405129
7319	AOPEP	1	chrZ	41485297	41487297
7320		1	chr1	138753713	138755713
7321		-1	chr4	60231262	60233262
7322		-1	chrZ	74445958	74447958
7323	JPH3	1	chr11	17864562	17866562
7324	HIST1H110	-1	chr1	48104467	48106467
7325	GNB4	1	chr9	17622173	17624173
7326	GDI1	1	chr1	1694184	1696184
7327		-1	chr3	104131180	104133180
7328	P2RX7	1	chr15	5712656	5714656
7329	CRYGN	-1	chr2	6329886	6331886
7330	POLR2D	-1	chr9	1635992	1637992
7331	PHF21B	-1	chr1	69983708	69985708
7332		-1	chr8	29401259	29403259
7333		1	chr1	48100059	48102059
7334	MMS22L	1	chr3	72433232	72435232
7335		-1	chr9	1616432	1618432
7336	GTF2F2	1	chr1	168986937	168988937
7337	H2AFJ	-1	chr1	48101764	48103764
7338	SLC34A2	-1	chr4	73440963	73442963
7339	WWC2	-1	chr4	39966929	39968929
7340	HIST2H4B	-1	chr1	48096935	48098935
7341	MAN2C1	-1	chr10	3110653	3112653
7342	HCRT	-1	chr27	7677960	7679960
7343	DNAL1	-1	chr5	26392403	26394403
7344	LEAP2	1	chr13	17776125	17778125
7345	FRMD4B	-1	chr12	15810437	15812437
7346	IL22RA2	1	chr3	54922895	54924895
7347		-1	chr9	1582884	1584884
7348		1	chr1	138750858	138752858
7349		-1	chrZ	74425138	74427138
7350	ZCCHC14	-1	chr11	17849306	17851306
7351	PLCG1	1	chr20	4898258	4900258
7352		-1	chr8	29385711	29387711
7353	WDR86	-1	chr2	6311275	6313275
7354	LAMA3	1	chr2	103117353	103119353
7355		-1	chr1	48096067	48098067
7356	ANKRD16	1	chr1	1677824	1679824
7357		1	chr4	39875599	39877599
7358	PRPSAP2	1	chr14	5517248	5519248
7359	ACTL6A	-1	chr9	17602342	17604342
7360		1	chr4	39873739	39875739
7361	CACNA1E	-1	chr8	6161870	6163870
7362	PIK3C3	-1	chrZ	4085724	4087724
7363	FBP1	-1	chrZ	41469158	41471158
7364	CDC42EP4	-1	chr18	9008787	9010787
7365	KIF2C	-1	chr8	21114361	21116361
7366	AURKA	1	chr20	12018473	12020473
7367		-1	chrZ	74378223	74380223
7368	TAGLN3	1	chr1	89824119	89826119
7369	HIST1H46	1	chr1	48093103	48095103
7370	CDKN2AIP	-1	chr4	39831534	39833534
7371	EZH2	-1	chr2	54331241	54333241
7372	SPC25	1	chr7	18926190	18928190
7373		1	chr14	5507541	5509541
7374	LMOD3	-1	chr12	15738143	15740143
7375	TIMELESS	1	chr33	6924209	6926209
7376		1	chr2	33618222	33620222
7377	UQCRQ	1	chr13	17772733	17774733
7378	MIDEAS	1	chr5	26347054	26349054
7379	SF3B1	-1	chr7	10205119	10207119
7380	TNNI1	1	chr26	788415	790415
7381		1	chr4	60160362	60162362
7382		1	chr1	48086779	48088779
7383	BRD8	1	chr13	10780892	10782892
7384	G6PC2	-1	chr7	18922496	18924496
7385		-1	chr9	1577792	1579792
7386	FBXL4	1	chr3	71676602	71678602
7387	ARHGAP8	1	chr1	69829524	69831524
7388	DDX6	-1	chr24	5594291	5596291
7389	FBXO18	-1	chr1	1680468	1682468
7390	MRPL47	1	chr9	17586518	17588518
7391		-1	chr18	8999287	9001287
7392	DNA2	-1	chr6	11330111	11332111
7393	HIST1H2B8	1	chr1	48085184	48087184
7394	TFEB	-1	chr26	4939940	4941940
7395	SFT2D3	1	chr9	1564799	1566799
7396	FBP2	-1	chrZ	41454584	41456584
7397	ABCB11	1	chr7	18862632	18864632
7398		1	chr18	8991694	8993694
7399	DTL	-1	chr3	22145700	22147700
7400		-1	chr9	1559213	1561213
7401	H2A-VIII	-1	chr1	48086884	48088884
7402	TOP1	1	chr20	4860867	4862867
7403	SHMT1	-1	chr14	5511652	5513652
7404	RIT2	1	chrZ	3469973	3471973
7405	FAXC	1	chr3	71525143	71527143
7406	ITPKB	1	chr3	12633776	12635776
7407		-1	chrZ	74368457	74370457
7408	BF2	-1	chr16	2609057	2611057
7409	GPALPP1	1	chr1	168948858	168950858
7410	HIST1H46L2	-1	chr1	48079139	48081139
7411	MDFI	1	chr26	4902799	4904799
7412	SMCR8	1	chr14	5491822	5493822
7413		-1	chr1	48076796	48078796
7414	PPP2R5A	-1	chr3	22090451	22092451
7415	NEIL1	1	chr10	3091546	3093546
7416	FAM104A	-1	chr18	8992851	8994851
7417	CAMKK1	1	chr19	3473170	3475170
7418		1	chr9	1548573	1550573
7419	MAFB	-1	chr20	4693338	4695338
7420	CUL1	1	chr2	54229118	54231118
7421	NDUFB5	-1	chr9	17588440	17590440
7422	DHRS9	-1	chr7	18883878	18885878
7423	NENF	-1	chr3	22030009	22032009
7424		1	chr20	3875246	3877246
7425	HIST1H2B7	-1	chr1	48071763	48073763
7426	COPG2	-1	chr1	1638626	1640626
7427	SYT4	1	chrZ	3408645	3410645
7428	WDCP	-1	chr3	104108106	104110106
7429	SUGP1	1	chr28	3616638	3618638
7430		1	chr24	5565485	5567485
7431	ANKRD29	-1	chr2	103114057	103116057
7432		-1	chr2	54024826	54026826
7433		-1	chr6	11315071	11317071
7434	COQ3	1	chr3	71512527	71514527
7435		1	chr1	48067615	48069615
7436		-1	chrZ	3344026	3346026
7437	MAP1LC3B	1	chr11	17794380	17796380
7438	PHLDA3	1	chr26	782347	784347
7439	TDRD1	1	chr6	28662612	28664612
7440	TRIL	-1	chr2	33528127	33530127
7441		1	chr22	2273486	2275486
7442	CTSV	1	chrZ	41417264	41419264
7443	USP13	-1	chr9	17583458	17585458
7444	TTLL5	1	chr5	38537034	38539034
7445	SRSF11	1	chr8	29355734	29357734
7446	MX1	1	chr1	110237566	110239566
7447		-1	chr8	6067736	6069736
7448	H2A-VIII	1	chr1	48065285	48067285
7449		-1	chr6	11295363	11297363
7450	NUB1	1	chr2	6271812	6273812
7451	LIMS2	-1	chr9	1557705	1559705
7452		-1	chr7	18852677	18854677
7453	SETBP1	-1	chrZ	2878710	2880710
7454	NPC1	-1	chr2	103074569	103076569
7455	FOXP4	1	chr26	4842098	4844098
7456	BTG4	-1	chr24	5565530	5567530
7457		1	chr1	48055323	48057323
7458	NUFIP1	-1	chr1	168950766	168952766
7459	EHMT1	1	chr17	2352125	2354125
7460	SMCO3	1	chr1	48048697	48050697
7461		-1	chrZ	2293812	2295812
7462		1	chr30	593214	595214
7463		-1	chrZ	74243571	74245571
7464		-1	chr1	168818502	168820502
7465	LZIC	-1	chr21	3587213	3589213
7466	MEST	1	chr1	1612550	1614550
7467	DHX35	1	chr20	3826356	3828356
7468		-1	chrZ	2265400	2267400
7469	ART4	1	chr1	48043859	48045859
7470	ING2	-1	chr4	39827168	39829168
7471	C9ORF152	1	chr2	6262548	6264548
7472	WDR44	1	chr4	3288943	3290943
7473	COG1	1	chr18	8974175	8976175
7474		1	chr24	5541756	5543756
7475	DRD1	-1	chr13	10745744	10747744
7476	TSC22D1	-1	chr1	168743234	168745234
7477	COMMD4	1	chr10	3089476	3091476
7478	LRRC40	-1	chr8	29355899	29357899
7479	PRR5	1	chr1	69699234	69701234
7480	SSTR2	1	chr18	8967029	8969029
7481		-1	chr15	8688492	8690492
7482		1	chr9	1518127	1520127
7483	PEX5L	1	chr9	17439930	17441930
7484		-1	chrZ	73855377	73857377
7485		1	chrZ	2214629	2216629
7486	IFNGR1	1	chr3	54893189	54895189
7487	ARL6IP5	1	chr12	15719934	15721934
7488	OC3	1	chr1	48035611	48037611
7489		1	chrZ	73741494	73743494
7490	ABHD10	1	chr1	89810171	89812171
7491	TOP3A	-1	chr14	5493655	5495655
7492	CCDC122	-1	chr1	168510405	168512405
7493	CTNNBIP1	-1	chr21	3575670	3577670
7494		1	chr20	3823256	3825256
7495	IFT81	-1	chr15	5710128	5712128
7496	GDF9	1	chr13	17768451	17770451
7497	H2AFZ	-1	chr4	60156849	60158849
7498	PNISR	1	chr3	71484521	71486521
7499	GLUL	1	chr8	6010849	6012849
7500	IFT22	-1	chr19	3659524	3661524
7501		1	chr24	5520179	5522179
7502		-1	chr5	38539497	38541497
7503	NLRC5	1	chr11	629379	631379
7504	CEP41	-1	chr1	1614380	1616380
7505	DAW1	1	chr9	9702804	9704804
7506		1	chrZ	73676979	73678979
7507	CNTNAP2	1	chr2	53557936	53559936
7508	SHISAL1	-1	chr1	69354684	69356684
7509		1	chr20	3810262	3812262
7510	ZP3	1	chr10	3086212	3088212
7511	MIEF2	1	chr14	5474095	5476095
7512	RWDD4	1	chr4	39773031	39775031
7513	MGP	1	chr1	48026648	48028648
7514	FAM3B	1	chr1	110224285	110226285
7515	DCUN1D2	1	chr1	138726118	138728118
7516	PARN	-1	chr14	1231716	1233716
7517	CSTF1	-1	chr20	12019585	12021585
7518		1	chrZ	73643715	73645715
7519	SLC39A11	-1	chr18	8963934	8965934
7520	DAPK1	1	chrZ	41289901	41291901
7521		1	chr16	2590344	2592344
7522		-1	chr13	17758380	17760380
7523	KCNH4	-1	chr27	7676495	7678495
7524	CCDC186	-1	chr6	28651058	28653058
7525	CSRP1	1	chr26	774659	776659
7526	ARMH1	1	chr8	21086564	21088564
7527	MIP	1	chr33	6921909	6923909
7528	BACE2	1	chr1	110160855	110162855
7529	SEL1L3	1	chr4	73374532	73376532
7530		-1	chr8	6002331	6004331
7531		-1	chr2	53465283	53467283
7532	TTC14	-1	chr9	17354004	17356004
7533	GGT5	1	chr15	8641117	8643117
7534	ERP27	1	chr1	47993874	47995874
7535	RMC1	1	chr2	103031378	103033378
7536	IFT46	1	chr24	5511390	5513390
7537		1	chrZ	2186459	2188459
7538		1	chr2	53109981	53111981
7539	TSPAN4	-1	chr5	15870938	15872938
7540	P2RX1	1	chr19	3460944	3462944
7541	PPP1R16B	1	chr20	3765098	3767098
7542	KLHL9	-1	chr4	3265724	3267724
7543		1	chr10	3074838	3076838
7544	TREM-B2	-1	chr26	4761551	4763551
7545	SOX9	1	chr18	8783939	8785939
7546	DMB2	1	chr16	2587289	2589289
7547	CPA1	1	chr1	1598796	1600796
7548	MYO7B	1	chr9	1492407	1494407
7549	GAS1	-1	chrZ	41073665	41075665
7550		-1	chrZ	40942635	40944635
7551	TPK1	-1	chr2	53001435	53003435
7552	DMB1	1	chr16	2584003	2586003
7553		1	chrZ	73621658	73623658
7554	PTGR2	-1	chr5	26311104	26313104
7555	ARHGDIB	1	chr1	47985081	47987081
7556		1	chr4	3066329	3068329
7557	USP45	1	chr3	71427786	71429786
7558	FLVCR2	1	chr5	38503541	38505541
7559	ARCN1	-1	chr24	5513204	5515204
7560	DSCAM	-1	chr1	110029599	110031599
7561	LRRC7	1	chr8	29258097	29260097
7562		1	chr1	168496202	168498202
7563		1	chr9	17335012	17337012
7564	PSTPIP2	1	chrZ	2158802	2160802
7565	KCNJ2	1	chr18	8182811	8184811
7566		-1	chr2	52150477	52152477
7567	RIOK3	1	chr2	103018625	103020625
7568	ACTR5	1	chr20	3736685	3738685
7569	DMA	1	chr16	2582404	2584404
7570	STOML1	1	chr10	3069341	3071341
7571	CLSTN1	-1	chr21	3533136	3535136
7572	RNASEL	1	chr8	5987879	5989879
7573	PDE6H	-1	chr1	47976073	47978073
7574	TREM2	-1	chr26	4753272	4755272
7575	KCNJ16	1	chr18	8143866	8145866
7576	PCP4	1	chr1	109504187	109506187
7577		1	chr4	3040068	3042068
7578	IWS1	-1	chr9	1483201	1485201
7579	SMIM20	-1	chr4	73376776	73378776
7580	SEC61G	1	chr2	52112900	52114900
7581	HNRNPH3	1	chr6	11280255	11282255
7582	ISLR2	-1	chr10	3063299	3065299
7583	CPA5	1	chr1	1593634	1595634
7584		-1	chr4	3003427	3005427
7585	MAU2	-1	chr28	3618416	3620416
7586	VLDLR	1	chrZ	26555517	26557517
7587	CCL20	1	chr9	9691542	9693542
7588	SOWAHA	1	chr13	17728597	17730597
7589	TMEM53	-1	chr8	21088405	21090405
7590	HIKESHI	-1	chr1	191781820	191783820
7591	ATP2A2	-1	chr15	5641499	5643499
7592	DNAJB14	-1	chr4	60153671	60155671
7593	FAM60A	1	chr1	59544381	59546381
7594	CREB5	1	chr2	33229085	33231085
7595	FBXO31	-1	chr11	17789514	17791514
7596	CASS4	-1	chr20	12008045	12010045
7597	UNC5D	1	chr22	2085958	2087958
7598	TMEM62	1	chr5	26269723	26271723
7599	CETP	1	chr11	621459	623459
7600	TRAPPC11	-1	chr4	39775485	39777485
7601		1	chr9	17332207	17334207
7602	SFXN1	1	chr13	10737323	10739323
7603	ARRDC1	1	chr17	2322754	2324754
7604		-1	chr24	5502843	5504843
7605	BATF	1	chr5	38485610	38487610
7606	IGSF5	1	chr1	109424311	109426311
7607	ISLR	-1	chr10	3057527	3059527
7608	TREM-B1	-1	chr26	4747509	4749509
7609	AGBL3	-1	chr1	47949063	47951063
7610	FLII	-1	chr14	5475958	5477958
7611	BRD2	-1	chr16	2580734	2582734
7612		1	chr9	17325768	17327768
7613		-1	chr17	2321683	2323683
7614	B3GALT5	1	chr1	109395568	109397568
7615	ZCCHC6	-1	chrZ	40874793	40876793
7616	AGTR2	1	chr4	2995856	2997856
7617		-1	chr3	71428784	71430784
7618	RGS16	1	chr8	5979546	5981546
