name	length	avg_phastCons	coverage	std
cCREs54371	917	0.0599489	1.0	0.185047
cCREs54391	864	0.106149	1.10069	0.281986
cCREs54406	536	0.00342335	1.0	0.0127142
cCREs54431	547	0.102985	1.0	0.242669
cCREs54761	539	0.074172	1.0	0.127555
cCREs54779	537	0.286172	1.0	0.261788
cCREs54845	536	0.0639623	1.0	0.140374
cCREs54849	512	0.154001	1.0	0.343629
cCREs54925	518	0.201052	1.0	0.208504
cCREs54927	509	0.0144164	0.978389	0.0377219
cCREs54953	979	0.169141	1.0	0.189802
cCREs54956	1088	0.245778	0.991728	0.276051
cCREs54965	893	0.111926	1.0	0.224275
cCREs55003	537	0.36254	1.0	0.281301
cCREs55042	922	0.113101	0.997831	0.102434
cCREs55128	521	0.0213543	0.944338	0.0314443
cCREs55174	630	0.0364845	1.11111	0.0630958
cCREs55207	514	0.0909855	1.24319	0.189883
cCREs55212	510	0.118848	1.0	0.141697
cCREs55258	506	0.219041	1.05731	0.38144
cCREs55259	668	0.158595	1.05838	0.334288
cCREs55260	806	0.220617	1.2072	0.39173
cCREs55262	564	0.107269	1.10816	0.144554
cCREs55270	768	0.292143	1.0	0.383714
cCREs55283	603	0.0949898	1.02156	0.261821
cCREs55439	789	0.126361	1.0	0.231656
cCREs55551	504	0.275224	1.0	0.321974
cCREs55565	533	0.265095	1.10882	0.350421
cCREs55657	526	0.147834	1.01521	0.254474
cCREs55658	520	0.0864584	1.0	0.232251
cCREs55878	588	0.0867016	1.10034	0.221154
cCREs55994	501	0.00245887	1.0	0.00895382
cCREs56108	513	0.375643	1.17934	0.438444
cCREs56110	567	0.462434	1.17989	0.480313
cCREs56127	1083	0.147424	1.0	0.321879
cCREs56158	501	0.00521389	1.0	0.0139928
cCREs56178	538	0.143931	0.964684	0.183298
cCREs56305	503	0.349606	1.0	0.328668
cCREs56487	521	0.126634	1.12284	0.213871
cCREs56891	565	0.0331325	1.0	0.111918
cCREs56922	548	0.0837489	1.0	0.223418
cCREs56927	512	0.146124	1.05859	0.181944
cCREs57001	673	0.166478	1.11441	0.283736
cCREs57116	524	0.190871	1.22901	0.185199
cCREs57331	502	0.0816049	1.0	0.176858
cCREs57854	620	0.145624	1.0	0.322496
cCREs58226	528	0.0291447	1.0	0.0656767
cCREs58229	748	0.739978	1.0	0.403576
cCREs58282	522	0.0760551	1.22989	0.226996
cCREs58410	761	0.0341365	1.05125	0.124426
cCREs58508	506	0.157138	1.0	0.259557
cCREs58643	517	0.24094	1.0	0.371078
cCREs58772	866	0.112148	1.20785	0.242033
cCREs58777	523	0.111428	0.885277	0.256347
cCREs58783	507	0.0924582	1.0	0.161974
cCREs58805	558	0.0513055	1.0	0.16156
cCREs58855	901	0.169007	1.0788	0.322317
cCREs59048	502	0.457912	1.01594	0.316673
cCREs59074	844	0.0221623	1.0	0.113405
cCREs59624	507	0.0448609	1.0	0.0795803
cCREs59635	504	0.0187934	1.0	0.075958
cCREs59639	509	0.015705	1.0	0.056319
cCREs59664	544	0.209787	1.0239	0.267986
cCREs59666	518	0.0328164	1.09459	0.129574
cCREs59723	527	0.0430014	1.0	0.127539
cCREs59741	516	0.021983	1.07946	0.0908775
cCREs59782	517	0.0422055	1.0	0.152592
cCREs59848	537	0.0447789	0.992551	0.0954062
cCREs59919	962	0.102205	1.0	0.267611
cCREs59969	551	0.0104163	1.0	0.0380239
cCREs60027	532	0.0555149	1.0	0.165742
cCREs61481	508	0.216987	1.20079	0.296533
cCREs62294	518	0.271775	1.0	0.378211
cCREs62316	516	0.14112	1.0	0.188078
cCREs62574	512	0.106288	0.998047	0.202822
cCREs63226	554	0.12321	1.0	0.197633
cCREs63272	537	0.264789	1.0	0.3495
cCREs63331	525	0.141596	1.0	0.249465
cCREs63333	1252	0.237558	1.30431	0.371109
cCREs63707	524	0.057156	1.20038	0.148627
cCREs63832	505	0.0857169	1.0	0.214258
cCREs63836	591	0.0481994	1.07953	0.153505
cCREs63838	763	0.0418727	1.00786	0.144806
cCREs63850	950	0.220098	1.0	0.356316
cCREs63886	544	0.0528089	1.0	0.173795
cCREs63887	503	0.0179573	1.0	0.0396558
cCREs63896	516	0.0379183	1.0	0.132985
cCREs64036	667	0.0258801	1.0	0.100664
cCREs64441	507	0.0797796	1.0	0.142136
cCREs64536	510	0.104071	1.0	0.231718
cCREs64543	521	0.0436473	1.0	0.120316
cCREs64647	538	0.0534876	1.21561	0.180418
cCREs64688	512	0.117273	1.01562	0.217229
cCREs64718	519	0.0677339	1.02312	0.0780127
cCREs64938	502	0.0330971	1.0	0.093144
cCREs64946	554	0.0740975	1.0	0.170027
cCREs64991	529	0.033181	1.14367	0.0676603
cCREs65034	510	0.0298662	1.22941	0.109762
cCREs65604	513	0.107205	1.20078	0.176946
cCREs65608	519	0.107071	1.20809	0.141203
cCREs65959	533	0.324845	1.0	0.438772
cCREs66036	558	0.0493768	1.12903	0.18331
cCREs66057	508	0.32953	1.19291	0.332703
cCREs66086	532	0.23053	1.0	0.256253
cCREs66268	580	0.14905	1.0	0.301906
cCREs66541	573	0.229131	1.0	0.409905
cCREs66668	819	0.509263	1.03663	0.453345
cCREs66672	507	0.0986735	1.17949	0.267471
cCREs66683	529	0.305699	1.0	0.427361
cCREs66684	507	0.3569	1.0	0.458298
cCREs66685	504	0.162784	1.0	0.35116
cCREs66716	505	0.0981452	1.06139	0.173362
cCREs66720	519	0.400488	1.00771	0.406908
cCREs66756	509	0.400063	1.19646	0.316527
cCREs66862	522	0.160777	0.975096	0.289829
cCREs66867	613	0.128115	1.0	0.300348
cCREs66992	923	0.15098	0.930661	0.268385
cCREs66994	840	0.17056	1.0	0.252179
cCREs67028	538	0.0338307	1.07993	0.0864179
cCREs67204	504	0.312569	1.0	0.416176
cCREs67215	531	0.12704	1.0	0.316972
cCREs67672	515	0.0669586	0.990291	0.185636
cCREs67695	506	0.0118727	1.06522	0.036833
cCREs67698	948	0.00928258	1.0	0.0244713
cCREs67863	539	0.00968014	1.0	0.0562582
cCREs68131	508	0.0373192	1.23031	0.147891
cCREs68135	532	0.124403	1.07895	0.277019
cCREs68148	503	0.0742542	1.10736	0.220286
cCREs68155	524	0.38212	1.10878	0.469896
cCREs68162	807	0.0121972	1.15737	0.068517
cCREs68927	523	0.18881	1.09369	0.347278
cCREs69003	523	0.291043	1.0	0.360864
cCREs69011	507	0.185266	1.03748	0.221264
cCREs69014	505	0.0541045	1.0	0.174956
cCREs69023	523	0.0860389	1.0	0.150048
cCREs69337	540	0.0678008	1.20741	0.157052
cCREs69606	504	0.330144	0.94246	0.36457
cCREs69610	836	0.0630934	0.982057	0.138557
cCREs69620	589	0.174845	1.23599	0.328725
cCREs69624	517	0.0850975	1.0	0.239891
cCREs69668	503	0.0975055	1.0	0.190393
cCREs69768	1180	0.0979924	1.0	0.236068
cCREs69799	547	0.115221	1.0	0.280057
cCREs70135	733	0.132752	1.0	0.2949
cCREs70334	635	0.0566495	1.08661	0.170171
cCREs70342	504	0.0607423	1.12897	0.16514
cCREs70343	530	0.150863	1.0	0.181434
cCREs70986	798	0.0966014	0.899749	0.142559
cCREs70987	501	0.143742	0.928144	0.153057
cCREs70992	843	0.0980132	0.989324	0.13781
cCREs71181	514	0.0178595	1.0	0.0573155
cCREs71360	760	0.672819	1.12895	0.444255
cCREs71370	532	0.51624	1.0	0.37104
cCREs71399	503	0.556543	1.0	0.447838
cCREs71406	520	0.0423192	1.24423	0.130793
cCREs72075	525	0.158615	1.0	0.328066
cCREs72084	751	0.158489	1.01465	0.21633
cCREs72089	614	0.0824658	1.0	0.166012
cCREs72453	511	0.0239928	1.08023	0.115654
cCREs72459	758	0.288282	1.03694	0.418718
cCREs72468	647	0.0241895	1.0	0.0749424
cCREs72566	506	0.136206	1.0	0.28762
cCREs72617	516	0.0528759	1.0	0.166919
cCREs74526	531	0.0657104	1.0	0.188079
cCREs74801	530	0.258471	1.0	0.397592
cCREs74803	829	0.220697	1.16526	0.33333
cCREs75307	811	0.0917287	1.24291	0.244591
cCREs75309	570	0.119738	1.01579	0.228424
cCREs75847	759	0.107079	0.944664	0.143313
cCREs75848	518	0.131922	1.22201	0.219269
cCREs75852	741	0.129778	0.966262	0.129587
cCREs75888	752	0.0575599	0.912234	0.136645
cCREs75897	531	0.101041	1.0	0.211063
cCREs75898	501	0.26292	1.0	0.270058
cCREs76071	502	0.425216	0.972112	0.297995
cCREs76109	552	0.00660331	1.0	0.0337825
cCREs76135	520	0.156048	1.03654	0.325092
cCREs76136	506	0.0730959	1.03755	0.232825
cCREs76143	575	0.0617091	1.12174	0.147095
cCREs76418	591	0.0790101	0.945854	0.154657
cCREs76491	877	0.123956	0.870011	0.227143
cCREs76494	508	0.132922	0.90748	0.24157
cCREs76496	520	0.450505	1.01538	0.306505
cCREs76913	530	0.270617	0.860377	0.279026
cCREs76925	911	0.355443	1.16465	0.441406
cCREs77162	529	0.295014	1.05104	0.25497
cCREs77207	832	0.211361	1.0	0.16367
cCREs77217	518	0.0967076	1.0	0.229529
cCREs77280	792	0.0598573	1.0	0.147351
cCREs77282	526	0.323704	1.19392	0.302881
cCREs77786	617	0.12362	1.0	0.274837
cCREs77942	663	0.118984	0.803922	0.139299
cCREs78064	531	0.252402	1.0	0.250386
cCREs78176	927	0.0966162	0.942826	0.177674
cCREs78180	510	0.09588	1.19412	0.208165
cCREs78184	509	0.143303	1.0	0.303605
cCREs78185	548	0.0479516	1.0	0.173465
cCREs78189	865	0.147033	1.01503	0.159759
cCREs78548	520	0.374928	1.0	0.330861
cCREs78679	605	0.326769	1.02149	0.413391
cCREs78686	531	0.21182	1.12994	0.387916
cCREs78724	509	0.159248	1.18664	0.245887
cCREs78950	522	0.0479965	1.0	0.172678
cCREs78952	523	0.0123613	1.0	0.0278517
cCREs78960	513	0.00958666	1.0078	0.0317378
cCREs78972	565	0.368198	1.13628	0.431779
cCREs78977	780	0.00976718	1.0	0.0350074
cCREs79121	515	0.126171	1.15728	0.185318
cCREs79264	889	0.0752606	0.857143	0.117813
cCREs79520	524	0.237837	1.0	0.259897
cCREs80261	967	0.0898167	1.06618	0.248357
cCREs80365	579	0.180689	1.20035	0.344902
cCREs80393	502	0.18939	1.0	0.377257
cCREs80580	573	0.0891503	0.837696	0.141899
cCREs80601	774	0.144209	1.0	0.226436
cCREs80619	539	0.0376173	1.12987	0.131428
cCREs80621	530	0.0669571	1.07547	0.198301
cCREs80657	831	0.176446	1.09386	0.35592
cCREs80664	595	0.0836163	1.09412	0.210394
cCREs80673	530	0.162612	1.0	0.148133
cCREs80684	507	0.0431584	1.0	0.0782129
cCREs80687	1081	0.0724023	1.18594	0.234434
cCREs80688	521	0.0426127	1.07869	0.0815134
cCREs80720	504	0.0264707	1.0	0.0852543
cCREs80751	549	0.200914	1.0	0.226415
cCREs80814	517	0.0361384	1.0	0.068991
cCREs81132	666	0.291312	1.0	0.425305
cCREs81153	529	0.212623	1.15879	0.367336
cCREs81154	544	0.192117	1.15809	0.371138
cCREs81175	581	0.552294	1.02238	0.366194
cCREs81232	580	0.322996	1.0	0.429544
cCREs81240	548	0.293032	1.19343	0.420876
cCREs81251	574	0.105766	1.00871	0.281564
cCREs81396	574	0.291206	1.05749	0.414951
cCREs81409	581	0.0903135	1.16523	0.165097
cCREs81482	774	0.143528	1.1292	0.301404
cCREs81496	955	0.496743	1.13613	0.47193
cCREs81523	942	0.046719	1.0	0.140114
cCREs81539	709	0.462863	1.09309	0.474821
cCREs81569	520	0.29393	1.22885	0.326541
cCREs81596	522	0.11118	1.01533	0.233097
cCREs81619	555	0.223377	1.20721	0.371863
cCREs81628	515	0.148797	1.0	0.312048
cCREs81632	533	0.240803	1.0	0.357217
cCREs81633	1004	0.0857053	1.0	0.242824
cCREs81646	503	0.100015	1.07952	0.277577
cCREs81649	513	0.0494148	1.0	0.152875
cCREs81875	980	0.108714	1.15	0.262599
cCREs81916	515	0.08164	1.0	0.227071
cCREs81925	522	0.19162	1.02874	0.291525
cCREs82035	542	0.135847	1.24354	0.288804
cCREs82044	521	0.0791816	1.10749	0.21395
cCREs82078	538	0.0867174	1.22862	0.232029
cCREs82219	525	0.448462	1.0	0.483139
cCREs82375	886	0.0327449	1.0	0.095178
cCREs82377	624	0.0591732	1.0	0.200621
cCREs82384	570	0.0246266	1.13684	0.094063
cCREs82402	553	0.218728	1.12297	0.390446
cCREs82420	518	0.0884759	1.0	0.240317
cCREs82456	840	0.134226	1.0	0.234103
cCREs82459	519	0.110495	1.0	0.285241
cCREs82507	507	0.171091	1.0	0.335329
cCREs82534	503	0.214386	1.04374	0.249906
cCREs82634	531	0.236274	1.08663	0.39319
cCREs82651	839	0.08238	0.997616	0.162652
cCREs82652	505	0.240347	1.1802	0.335606
cCREs82653	544	0.0823398	1.18015	0.238718
cCREs82727	521	0.0426434	1.0	0.151209
cCREs83118	515	0.00977542	1.01553	0.0388899
cCREs83131	542	0.022962	1.0	0.0797496
cCREs83132	786	0.0977704	1.0	0.260443
cCREs83138	584	0.166658	1.0	0.272716
cCREs83144	546	0.029382	1.22161	0.0886281
cCREs83152	567	0.0353541	1.0	0.154935
cCREs83156	515	0.065999	1.0	0.208801
cCREs83159	948	0.12232	1.0	0.248348
cCREs83365	505	0.103866	1.02178	0.198355
cCREs83386	534	0.159775	1.0	0.168315
cCREs83449	964	0.19219	1.06432	0.345184
cCREs83467	516	0.145751	1.0	0.232584
cCREs83470	819	0.222017	1.05006	0.194323
cCREs83473	512	0.0190674	1.12891	0.0411204
cCREs83479	533	0.199756	1.01501	0.166064
cCREs83489	512	0.233452	1.10742	0.376939
cCREs83495	553	0.128509	1.04159	0.267005
cCREs83497	507	0.14402	1.19329	0.327947
cCREs83524	505	0.0488639	1.18614	0.172049
cCREs83656	508	0.290744	1.0	0.253428
cCREs83994	566	0.309399	1.12191	0.415573
cCREs84035	509	0.451423	1.0	0.445048
cCREs84096	504	0.130234	1.0	0.22806
cCREs84243	510	0.449145	1.0	0.456012
cCREs84244	517	0.42313	1.0	0.458671
cCREs84596	694	0.132178	1.0	0.160112
cCREs85651	504	0.124982	1.0	0.275778
cCREs85710	867	0.0585783	1.0	0.135103
cCREs85731	524	0.15991	1.0	0.15802
cCREs85852	516	0.015025	1.0	0.072475
cCREs85853	820	0.0553009	1.0	0.170849
cCREs85993	517	0.145598	0.994197	0.325818
cCREs86104	533	0.0407301	1.0	0.110236
cCREs86128	707	0.0720383	1.07921	0.0989336
cCREs86151	1282	0.241698	1.17863	0.344283
cCREs86369	924	0.0823187	1.05736	0.21031
cCREs86590	508	0.0779249	1.11614	0.102319
cCREs86620	519	0.087726	1.0289	0.225918
cCREs86887	810	0.0836816	1.09383	0.260065
cCREs86957	551	0.332324	1.0	0.447271
cCREs86984	695	0.120536	1.0	0.285396
cCREs87257	566	0.0506604	1.02827	0.160792
cCREs87361	505	0.154766	1.1505	0.161945
cCREs87363	509	0.133308	1.13752	0.278048
cCREs87488	1148	0.216733	1.21777	0.368016
cCREs87536	514	0.426324	1.17899	0.447587
cCREs87564	516	0.381175	1.07946	0.437902
cCREs87572	510	0.0932381	1.0	0.122632
cCREs87618	555	0.155753	1.02883	0.292156
cCREs87709	509	0.0292659	1.05894	0.0960508
cCREs87712	746	0.0631121	1.05764	0.201499
cCREs87859	565	0.256756	1.0	0.395718
cCREs87972	566	0.170712	0.913428	0.200303
cCREs87993	540	0.0247304	1.0	0.0627431
cCREs88014	515	0.0294421	1.0	0.0897373
cCREs88016	505	0.0495896	1.0	0.169057
cCREs88192	525	0.163176	1.18095	0.302179
cCREs88214	509	0.0306544	1.0	0.10586
cCREs88234	535	0.114099	1.0	0.132296
cCREs88276	502	0.0879399	0.864542	0.127876
cCREs88300	504	0.171292	1.19444	0.162341
cCREs88429	817	0.041073	1.0	0.126835
cCREs89025	536	0.0977647	1.01493	0.239567
cCREs89045	501	0.0506187	1.0	0.0932503
cCREs89046	505	0.0908219	1.01584	0.19642
cCREs89223	603	0.170216	1.0796	0.345234
cCREs89259	910	0.0920055	1.08571	0.191346
cCREs89445	558	0.348445	0.901434	0.227223
cCREs90018	769	0.0905286	1.0	0.241683
cCREs90292	1017	0.116251	1.14356	0.182778
cCREs90330	707	0.0605529	1.1867	0.180754
cCREs90349	514	0.100559	1.02335	0.280354
cCREs90350	536	0.0434117	1.1791	0.170873
cCREs90363	611	0.018253	1.0	0.0885415
cCREs90370	721	0.0345766	1.02219	0.128434
cCREs90372	514	0.0661902	1.22179	0.123857
cCREs90389	516	0.00600779	1.11434	0.0149997
cCREs90402	548	0.0486478	1.0073	0.153997
cCREs90403	663	0.0377596	1.0	0.100098
cCREs90501	508	0.321454	1.17323	0.428805
cCREs90522	518	0.18684	1.0	0.327408
cCREs90630	914	0.091507	0.892779	0.189662
cCREs90702	522	0.100142	0.980843	0.269042
cCREs90752	875	0.0919171	1.06514	0.271836
cCREs90879	748	0.137132	1.01471	0.168173
cCREs90903	683	0.0659178	1.07906	0.177841
cCREs90972	688	0.0182392	1.20058	0.113048
cCREs91102	525	0.417769	1.15048	0.461003
cCREs91104	516	0.0377828	1.1938	0.0949666
cCREs91107	948	0.142575	1.07173	0.33369
cCREs91116	947	0.0761635	0.968321	0.118858
cCREs91149	843	0.231885	1.18624	0.371716
cCREs91302	1187	0.165642	0.997473	0.187665
cCREs91310	506	0.0535135	1.0	0.169542
cCREs91660	507	0.219922	1.01578	0.258964
cCREs91728	568	0.0515108	1.0	0.212675
cCREs91730	583	0.11589	1.03259	0.12318
cCREs91743	549	0.0291517	1.0	0.0692273
cCREs91829	534	0.048382	1.0	0.0612909
cCREs91927	1125	0.174098	1.08622	0.348686
cCREs92049	954	0.128068	1.14046	0.192457
cCREs92067	558	0.0353416	1.1362	0.0704166
cCREs92197	523	0.0366587	1.0	0.0642375
cCREs92219	572	0.1893	1.0	0.319242
cCREs92312	531	0.101973	0.834275	0.171236
cCREs92448	524	0.311447	1.23664	0.435487
cCREs93336	501	0.0171196	1.0	0.0701575
cCREs93339	569	0.0270383	1.0	0.086577
cCREs93356	1117	0.124245	1.17905	0.290393
cCREs93395	790	0.0711545	0.994937	0.111128
cCREs93820	517	0.00539033	1.0	0.0181738
cCREs94176	505	0.1559	1.0	0.321646
cCREs95438	513	0.314591	1.0	0.288083
cCREs95444	518	0.181244	1.06757	0.173816
cCREs95445	540	0.0339401	1.0	0.0662887
cCREs95453	505	0.49122	1.19406	0.281113
cCREs95472	550	0.061659	1.0	0.145288
cCREs95577	513	0.0218813	1.13645	0.0823671
cCREs95598	507	0.0896192	1.21499	0.207958
cCREs95599	506	0.10986	1.21542	0.207203
cCREs95616	525	0.0558127	1.1219	0.155571
cCREs95653	718	0.739533	1.15042	0.397228
cCREs95833	596	0.0727799	1.17282	0.153592
cCREs97532	579	0.0215646	1.0	0.0900183
cCREs97561	512	0.136932	1.0	0.28671
cCREs97653	507	0.375458	0.869822	0.348751
cCREs97692	513	0.181959	1.06433	0.282302
cCREs97896	557	0.29931	1.0	0.330715
cCREs98129	504	0.233538	1.0	0.268107
cCREs98154	511	0.251224	0.868885	0.38739
cCREs98216	913	0.159063	0.963855	0.254304
cCREs98670	535	0.325432	1.0	0.414245
cCREs99354	569	0.0213133	1.0	0.076084
cCREs99407	503	0.0519611	1.15905	0.166558
cCREs100093	617	0.468146	1.0	0.465927
cCREs100603	510	0.147346	1.0	0.276298
cCREs101333	509	0.230317	1.0	0.375368
cCREs101342	939	0.736448	1.03621	0.427302
cCREs101985	1025	0.171746	1.11512	0.294826
cCREs101986	578	0.334797	0.885813	0.287083
cCREs102055	927	0.25701	1.0151	0.334027
cCREs102059	995	0.161806	1.0	0.205587
cCREs102084	848	0.0677974	1.14387	0.156502
cCREs102089	777	0.135199	0.992278	0.241082
cCREs102098	686	0.0343878	1.0	0.0841945
cCREs102138	517	0.0527039	1.0	0.152722
cCREs102142	510	0.10683	1.0	0.258962
cCREs102180	516	0.282905	1.14341	0.392852
cCREs104190	526	0.210472	1.0	0.345605
cCREs104192	835	0.190843	1.0	0.354686
cCREs104222	556	0.109147	1.0	0.182107
cCREs104656	509	0.123637	0.884086	0.182425
cCREs104661	544	0.167417	1.0	0.211239
cCREs105265	511	0.110769	1.22309	0.254888
cCREs105266	641	0.0993948	1.22153	0.245141
cCREs105267	509	0.0215856	1.222	0.094246
cCREs105272	612	0.111039	1.0	0.238476
cCREs105281	514	0.0963486	1.12257	0.212095
cCREs105291	806	0.121601	1.0	0.289791
cCREs105354	529	0.11513	1.0	0.277749
cCREs105705	541	0.011316	1.14418	0.0427072
cCREs105713	507	0.0170948	1.11243	0.0512143
cCREs105985	579	0.15254	1.0	0.327097
cCREs106112	506	0.122991	1.14427	0.232768
cCREs106537	510	0.37202	1.12157	0.446339
cCREs106542	580	0.215848	1.0	0.193603
cCREs106648	559	0.0589389	1.24329	0.167582
cCREs106649	760	0.335154	1.15	0.431514
cCREs106651	546	0.356712	1.12271	0.427161
cCREs106652	520	0.399703	1.12308	0.446536
cCREs107014	515	0.125582	1.0	0.276061
cCREs107184	991	0.062429	1.0	0.207552
cCREs107317	511	0.175486	1.0	0.320205
cCREs107329	527	0.013117	1.0	0.0370691
cCREs107800	664	0.338359	1.0	0.425048
cCREs107819	825	0.332828	1.0	0.427245
cCREs107824	511	0.0638764	1.09393	0.092968
cCREs107912	564	0.199338	1.0	0.319226
cCREs107914	624	0.0996589	1.0	0.254337
cCREs107994	1068	0.235734	1.10768	0.391275
cCREs108001	560	0.0530451	1.0	0.187827
cCREs108034	796	0.0273277	1.02261	0.0927794
cCREs108055	507	0.0816318	1.0	0.174172
cCREs108058	529	0.187542	1.06616	0.346154
cCREs108060	538	0.28153	1.06506	0.420201
cCREs108140	531	0.218172	1.09416	0.206014
cCREs108153	729	0.208399	1.22908	0.379389
cCREs108589	920	0.2	1.06522	0.307307
cCREs108664	749	0.0197225	1.02937	0.0717157
cCREs109394	519	0.0733741	1.10983	0.18695
cCREs109425	535	0.0645289	1.06542	0.114354
cCREs109428	516	0.1051	1.0	0.179592
cCREs109431	519	0.059231	1.0501	0.164275
cCREs110116	569	0.00841313	1.0	0.0294076
cCREs110543	978	0.0655078	1.15746	0.179248
cCREs110906	514	0.0506109	1.0	0.167476
cCREs110922	502	0.352925	1.0	0.446142
cCREs110936	516	0.108371	1.0	0.230168
cCREs110967	523	0.0329164	1.15105	0.127756
cCREs111036	505	0.0506827	1.05743	0.161231
cCREs111040	548	0.166179	1.0	0.32937
cCREs111097	527	0.100665	1.08729	0.211218
cCREs111300	558	0.0304947	1.0	0.0841255
cCREs111454	766	0.154004	1.0	0.211991
cCREs111606	530	0.0485803	1.0	0.0847744
cCREs111607	524	0.0647643	1.0	0.127816
cCREs111669	1287	0.0217077	1.27739	0.101725
cCREs111675	1271	0.0145704	1.36113	0.084149
cCREs111864	575	0.123985	1.09391	0.274624
cCREs112115	539	0.0215575	1.14286	0.101065
cCREs112933	552	0.014242	1.0	0.068334
cCREs112960	587	0.0217116	1.03578	0.112584
cCREs112974	985	0.00758466	1.0	0.049477
cCREs113097	503	0.360065	1.0	0.422511
cCREs113129	507	0.172462	0.905325	0.251376
cCREs113205	549	0.0916592	1.10018	0.212247
cCREs113561	508	0.155926	0.903543	0.315924
cCREs113607	791	0.0949476	0.847029	0.136908
cCREs113710	555	0.0757894	1.0	0.219254
cCREs113745	551	0.467296	1.14338	0.451345
cCREs113765	507	0.115356	1.0572	0.2736
cCREs113848	521	0.963127	1.0	0.161915
cCREs114041	521	0.148029	1.11516	0.347098
cCREs114075	504	0.0553939	1.0	0.188092
cCREs114076	524	0.0591478	1.0	0.208468
cCREs114102	501	0.0519314	1.0	0.166432
cCREs114155	528	0.0459976	1.04356	0.0469279
cCREs114227	502	0.187866	1.13745	0.345759
cCREs114228	533	0.0548276	1.13696	0.138004
cCREs114314	532	0.317536	1.03008	0.328276
cCREs114315	527	0.329187	1.03036	0.354691
cCREs114634	555	0.00806906	1.15856	0.0269871
cCREs114879	513	0.0672782	1.0078	0.200166
cCREs114895	506	0.695449	1.05534	0.436709
cCREs115097	539	0.14363	1.17811	0.170904
cCREs115118	728	0.036733	1.0206	0.0923684
cCREs115380	551	0.341788	1.0	0.401573
cCREs115435	558	0.00236534	1.0	0.00813061
cCREs115453	561	0.012846	1.0	0.0864675
cCREs115455	843	0.0799713	0.998814	0.216823
cCREs115481	1201	0.105245	1.0	0.278617
cCREs115486	662	0.246201	1.08006	0.408535
cCREs115494	551	0.0235879	1.0	0.112103
cCREs116051	712	0.18123	1.01545	0.128748
cCREs116065	524	0.0446282	1.02863	0.140746
cCREs116083	989	0.0434827	1.17189	0.114218
cCREs116089	523	0.0432482	0.804971	0.0841548
cCREs116287	576	0.0836301	1.01562	0.217293
cCREs116296	532	0.0288028	1.0	0.0855441
cCREs116838	1134	0.208552	1.02998	0.376047
cCREs116845	517	0.0675728	1.05803	0.182933
cCREs116882	508	0.234772	1.0	0.389167
cCREs116900	511	0.142671	1.0	0.265561
cCREs116981	1096	0.0481012	1.0	0.167173
cCREs116983	742	0.267851	1.0	0.343527
cCREs117710	516	0.117013	1.23643	0.271535
cCREs118242	551	0.0386674	1.0	0.13384
cCREs118260	537	0.230772	1.13594	0.317132
cCREs118809	517	0.232849	1.0	0.392979
cCREs118894	944	0.327703	1.0	0.441558
cCREs119111	505	0.0281052	1.23762	0.0686825
cCREs119135	511	0.444814	0.855186	0.283431
cCREs119379	1154	0.196614	1.0	0.207198
cCREs119381	504	0.569046	1.0	0.448317
cCREs119726	593	0.350844	1.00843	0.442436
cCREs119738	530	0.458383	1.0	0.47026
cCREs119751	994	0.100988	1.14286	0.256387
cCREs119759	517	0.0247171	1.14313	0.0403623
cCREs119828	513	0.0544564	1.0	0.156335
cCREs120200	866	0.0677704	1.20092	0.172035
cCREs120308	749	0.238535	1.18692	0.408783
cCREs120320	606	0.113026	1.23597	0.262421
cCREs120333	521	0.0766374	1.06526	0.163981
cCREs120934	516	0.0104155	1.05814	0.0399326
cCREs121119	521	0.179216	1.0	0.285034
cCREs121158	528	0.0194867	1.0	0.0828566
cCREs121237	547	0.0141699	1.13711	0.0671314
cCREs121319	546	0.243635	1.05128	0.164219
cCREs121686	565	0.110415	1.0	0.266224
cCREs121728	505	0.0993233	1.0	0.2188
cCREs121754	525	0.00432152	1.0	0.023512
cCREs121761	518	0.162466	1.0	0.336761
cCREs121762	512	0.00877612	1.0	0.0367415
cCREs121763	954	0.0624376	1.0	0.127593
cCREs121767	517	0.00698314	1.0	0.0168702
cCREs121832	528	0.102976	1.0	0.25585
cCREs121833	504	0.323049	1.0	0.283221
cCREs121847	502	0.0583097	1.0	0.12681
cCREs121879	515	0.0551463	1.13592	0.179436
cCREs121888	787	0.0476168	1.10038	0.179635
cCREs122431	506	0.0745298	1.10079	0.153766
cCREs122550	1457	0.162247	1.07687	0.33906
cCREs122579	779	0.107659	1.12965	0.240038
cCREs122580	539	0.0912717	1.02968	0.176407
cCREs122654	587	0.077693	1.21465	0.210897
cCREs122750	779	0.057234	1.0154	0.170884
cCREs122772	599	0.0814384	1.05008	0.230139
cCREs123130	507	0.0897452	1.0	0.227167
cCREs123148	889	0.13712	1.0	0.275762
cCREs123212	531	0.128806	1.0	0.304672
cCREs123393	518	0.0217037	0.998069	0.0439394
cCREs123525	516	0.0540059	1.12209	0.186
cCREs123621	508	0.0721217	1.0	0.181564
cCREs123626	538	0.289153	1.00743	0.419335
cCREs123703	530	0.0397741	1.0	0.117087
cCREs124080	545	0.0786017	0.910092	0.115841
cCREs124091	763	0.0498597	1.0	0.13325
cCREs124189	532	0.168371	1.09398	0.301039
cCREs124609	506	0.0945768	1.00791	0.252911
cCREs124612	1085	0.0755631	1.10507	0.12742
cCREs124621	1002	0.0633995	1.02196	0.200194
