name	chromosome	start	end	length
cCREs123393	chr13	44482602	44483120	518
cCREs123403	chr13	44504333	44505155	822
cCREs123525	chr13	45005778	45006294	516
cCREs123621	chr13	45371617	45372125	508
cCREs123626	chr13	45391467	45392005	538
cCREs123703	chr13	45625736	45626266	530
cCREs124080	chr13	46875281	46875826	545
cCREs124091	chr13	46904910	46905673	763
cCREs124189	chr13	47232091	47232623	532
cCREs124609	chr13	49189956	49190462	506
cCREs124612	chr13	49200505	49201590	1085
cCREs124621	chr13	49242202	49243204	1002
cCREs124635	chr13	49308982	49309504	522
cCREs124641	chr13	49324172	49324735	563
cCREs124991	chr13	51734480	51734981	501
cCREs125088	chr13	52035712	52036219	507
cCREs125108	chr13	52084936	52085452	516
cCREs125238	chr13	52533566	52534114	548
cCREs125253	chr13	52572414	52572935	521
cCREs125254	chr13	52575422	52575923	501
cCREs125258	chr13	52596628	52597133	505
cCREs125308	chr13	52820206	52820742	536
cCREs125347	chr13	52962290	52962800	510
cCREs125662	chr13	54209338	54209857	519
cCREs125664	chr13	54215694	54216215	521
cCREs125668	chr13	54223115	54223676	561
cCREs125768	chr13	54475670	54476211	541
cCREs125783	chr13	54577721	54578582	861
cCREs125892	chr13	54982913	54983432	519
cCREs125906	chr13	55021076	55021837	761
cCREs125933	chr13	55201617	55202376	759
cCREs125975	chr13	55429158	55429672	514
cCREs125999	chr13	55519535	55520048	513
cCREs126003	chr13	55528335	55528844	509
cCREs126171	chr13	56353106	56353621	515
cCREs126238	chr13	56626472	56626981	509
cCREs126625	chr13	58020371	58021369	998
cCREs126661	chr13	58115150	58115709	559
cCREs126714	chr13	58452898	58453662	764
cCREs126731	chr13	58503562	58504064	502
cCREs127061	chr13	59741607	59742422	815
cCREs127097	chr13	59867007	59867713	706
cCREs127215	chr13	60355750	60356586	836
cCREs127299	chr13	60672921	60673773	852
cCREs127346	chr13	60825985	60826517	532
cCREs127347	chr13	60840040	60840553	513
cCREs127351	chr13	60892237	60893193	956
cCREs127352	chr13	60897253	60897787	534
cCREs127418	chr13	63007399	63007971	572
cCREs127751	chr13	64401784	64402349	565
cCREs127753	chr13	64407900	64408499	599
cCREs127894	chr13	67463722	67464225	503
cCREs127898	chr13	67527080	67527581	501
cCREs128558	chr13	70846880	70847397	517
cCREs128968	chr13	73433511	73434023	512
cCREs128977	chr13	73458631	73459642	1011
cCREs129103	chr13	74004131	74004656	525
cCREs129111	chr13	74022159	74022674	515
cCREs129373	chr13	75845768	75846283	515
cCREs129550	chr13	76596643	76597422	779
cCREs130158	chr13	80952803	80953305	502
cCREs130173	chr13	81025160	81025697	537
cCREs130179	chr13	81050968	81051927	959
cCREs131043	chr13	85507442	85508232	790
cCREs131052	chr13	85553029	85553823	794
cCREs131801	chr13	91169807	91170331	524
cCREs131909	chr13	91635949	91636503	554
cCREs132246	chr13	92923454	92923988	534
cCREs132530	chr13	93976824	93978176	1352
cCREs132627	chr13	94295867	94296393	526
cCREs132669	chr13	94476132	94476636	504
cCREs132928	chr13	95494794	95495333	539
cCREs133173	chr13	96435653	96436168	515
cCREs133207	chr13	96547845	96548387	542
cCREs133330	chr13	97186259	97186760	501
cCREs133808	chr13	98832308	98832878	570
cCREs133862	chr13	98996955	98997733	778
cCREs133957	chr13	99287734	99288256	522
cCREs134229	chr13	100152591	100153116	525
cCREs134231	chr13	100201634	100202398	764
cCREs134232	chr13	100246851	100247607	756
cCREs134247	chr13	100490106	100490944	838
cCREs134270	chr13	100600267	100600899	632
cCREs134532	chr13	101742416	101743124	708
cCREs134542	chr13	101761603	101762106	503
cCREs134739	chr13	102666266	102667244	978
cCREs134740	chr13	102668838	102669354	516
cCREs134747	chr13	102688093	102688610	517
cCREs134749	chr13	102695049	102695945	896
cCREs135101	chr13	104074584	104075164	580
cCREs135639	chr13	106638929	106639448	519
cCREs135664	chr13	106747711	106748237	526
cCREs135741	chr13	106998545	106999329	784
cCREs135896	chr13	107607280	107607904	624
cCREs135941	chr13	107756265	107756774	509
cCREs135987	chr13	107903189	107903984	795
cCREs136388	chr13	109446059	109446609	550
cCREs136691	chr13	110356961	110357465	504
cCREs136791	chr13	110696436	110697101	665
cCREs136797	chr13	110710790	110711317	527
cCREs137054	chr13	111896141	111896797	656
cCREs137065	chr13	111929843	111930378	535
cCREs137070	chr13	111941835	111942337	502
cCREs137181	chr13	112337094	112337623	529
cCREs137194	chr13	112394916	112395423	507
cCREs137205	chr13	112416377	112417558	1181
cCREs137267	chr13	112666561	112667071	510
cCREs137282	chr13	112734961	112735820	859
cCREs137420	chr13	113381630	113382178	548
cCREs137471	chr13	113571951	113572756	805
cCREs137795	chr13	114834518	114835062	544
cCREs138161	chr13	116949489	116950006	517
cCREs138194	chr13	117033591	117034378	787
cCREs138195	chr13	117036216	117036740	524
cCREs138228	chr13	117211279	117212056	777
cCREs138232	chr13	117223009	117223532	523
cCREs138706	chr13	120258756	120260193	1437
cCREs138707	chr13	120299200	120299716	516
cCREs138708	chr13	120299865	120300426	561
cCREs138736	chr14	5971627	5972138	511
cCREs138807	chr14	7913802	7914323	521
cCREs138812	chr14	7923500	7924029	529
cCREs138873	chr14	8102535	8103053	518
cCREs139164	chr14	9487142	9487945	803
cCREs139325	chr14	10208938	10209457	519
cCREs139375	chr14	10438896	10439858	962
cCREs139395	chr14	10534807	10535335	528
cCREs140171	chr14	13361128	13362060	932
cCREs140387	chr14	14684700	14685207	507
cCREs140445	chr14	14971061	14971592	531
cCREs140863	chr14	17410715	17411238	523
cCREs140869	chr14	17427685	17428189	504
cCREs140978	chr14	17879414	17879929	515
cCREs140997	chr14	17953965	17954478	513
cCREs141211	chr14	19712971	19713507	536
cCREs141406	chr14	20422200	20422745	545
cCREs141506	chr14	20829378	20830729	1351
cCREs141571	chr14	21090267	21090789	522
cCREs141730	chr14	21745061	21745573	512
cCREs141926	chr14	22759525	22760044	519
cCREs141934	chr14	22813242	22813794	552
cCREs142214	chr14	23824877	23825453	576
cCREs142667	chr14	25401381	25402121	740
cCREs142703	chr14	25517102	25518181	1079
cCREs142711	chr14	25530301	25530833	532
cCREs142798	chr14	25746992	25747974	982
cCREs142899	chr14	26626543	26627370	827
cCREs143044	chr14	27379125	27379793	668
cCREs143053	chr14	27405365	27405874	509
cCREs143878	chr14	30362248	30362787	539
cCREs143940	chr14	30619911	30620722	811
cCREs143946	chr14	30627279	30627866	587
cCREs143974	chr14	30761138	30761692	554
cCREs143975	chr14	30762855	30763400	545
cCREs144007	chr14	30875966	30876898	932
cCREs144045	chr14	31160412	31160924	512
cCREs144051	chr14	31172612	31173565	953
cCREs144056	chr14	31182914	31184325	1411
cCREs144133	chr14	31482292	31482834	542
cCREs144176	chr14	31682018	31682555	537
cCREs144223	chr14	31930179	31930965	786
cCREs144413	chr14	32783995	32784836	841
cCREs144419	chr14	32812350	32812888	538
cCREs144434	chr14	32877463	32878097	634
cCREs144505	chr14	33184963	33185839	876
cCREs144521	chr14	33240377	33240894	517
cCREs144523	chr14	33244851	33245382	531
cCREs144546	chr14	33324543	33325047	504
cCREs145959	chr14	40919483	40920035	552
cCREs145961	chr14	40924276	40925216	940
cCREs145964	chr14	40933274	40933776	502
cCREs145966	chr14	40936987	40937536	549
cCREs145971	chr14	40947631	40948145	514
cCREs145977	chr14	40959055	40959595	540
cCREs146190	chr14	45179568	45180077	509
cCREs146537	chr14	46863925	46864787	862
cCREs146624	chr14	47187655	47188423	768
cCREs146752	chr14	47754212	47755019	807
cCREs146849	chr14	48139384	48139937	553
cCREs147236	chr14	50357505	50358045	540
cCREs147254	chr14	50829870	50830412	542
cCREs147257	chr14	50864813	50865421	608
cCREs147282	chr14	50998268	50998843	575
cCREs147307	chr14	51128705	51129389	684
cCREs147320	chr14	51185731	51186274	543
cCREs147386	chr14	51941120	51941648	528
cCREs147387	chr14	51942189	51942749	560
cCREs147425	chr14	52133555	52134085	530
cCREs147440	chr14	52267276	52267794	518
cCREs147531	chr14	53766450	53766967	517
cCREs147679	chr14	54383189	54383760	571
cCREs147686	chr14	54413838	54414749	911
cCREs147687	chr14	54417499	54418172	673
cCREs147716	chr14	54569578	54570453	875
cCREs147749	chr14	54712733	54713328	595
cCREs147759	chr14	54742404	54742948	544
cCREs147973	chr14	55697198	55697716	518
cCREs147975	chr14	55713319	55713834	515
cCREs147994	chr14	55788622	55789188	566
cCREs148241	chr14	57386879	57387405	526
cCREs148840	chr14	60204966	60205469	503
cCREs149176	chr14	61518635	61519174	539
cCREs149193	chr14	61665836	61666363	527
cCREs149227	chr14	61835647	61836682	1035
cCREs149232	chr14	61861238	61861759	521
cCREs149457	chr14	62907834	62908342	508
cCREs149495	chr14	63078840	63079354	514
cCREs149496	chr14	63080119	63080640	521
cCREs149500	chr14	63102895	63103455	560
cCREs149771	chr14	64185836	64186361	525
cCREs149935	chr14	64637334	64637857	523
cCREs149984	chr14	64792548	64793051	503
cCREs150026	chr14	64915743	64916329	586
cCREs150033	chr14	64943721	64944233	512
cCREs150534	chr14	66812179	66812789	610
cCREs150566	chr14	66872487	66872989	502
cCREs150588	chr14	66976829	66977466	637
cCREs150623	chr14	67098023	67098622	599
cCREs151190	chr14	70101259	70101790	531
cCREs151213	chr14	70175141	70176227	1086
cCREs151273	chr14	70394945	70395453	508
cCREs151275	chr14	70402349	70402862	513
cCREs151911	chr14	73402031	73402557	526
cCREs151915	chr14	73409995	73410551	556
cCREs151924	chr14	73436339	73436844	505
cCREs152291	chr14	74905910	74906424	514
cCREs152304	chr14	74936797	74937315	518
cCREs152333	chr14	75034173	75034685	512
cCREs152342	chr14	75056750	75057334	584
cCREs152369	chr14	75195502	75196012	510
cCREs152637	chr14	76179302	76179853	551
cCREs152661	chr14	76287679	76288197	518
cCREs152898	chr14	77033324	77033827	503
cCREs152906	chr14	77111309	77111818	509
cCREs153158	chr14	77832314	77832822	508
cCREs153606	chr14	79508648	79509325	677
cCREs153612	chr14	79535240	79535768	528
cCREs154753	chr14	86885347	86886131	784
cCREs154812	chr14	87190617	87191130	513
cCREs156359	chr14	98816930	98817461	531
cCREs156368	chr14	98873416	98873946	530
cCREs156385	chr14	98956727	98957234	507
cCREs157027	chr14	101542305	101542878	573
cCREs157045	chr14	101595584	101596118	534
cCREs157342	chr14	102906876	102907377	501
cCREs157349	chr14	102924588	102925142	554
cCREs157369	chr14	103007617	103008246	629
cCREs157381	chr14	103058910	103059444	534
cCREs157423	chr14	103186360	103187516	1156
cCREs157489	chr14	103481444	103481962	518
cCREs157576	chr14	103785039	103785565	526
cCREs157582	chr14	103815471	103816015	544
cCREs157603	chr14	103920098	103920645	547
cCREs157604	chr14	103929296	103930162	866
cCREs157613	chr14	103978752	103979295	543
cCREs157621	chr14	104029529	104030069	540
cCREs157812	chr14	105288525	105289048	523
cCREs159166	chr14	114865007	114865750	743
cCREs160366	chr14	120262625	120263138	513
cCREs160384	chr14	120306174	120306706	532
cCREs160476	chr14	120583714	120584243	529
cCREs160714	chr14	121317907	121318762	855
cCREs160827	chr14	121648338	121649224	886
cCREs160911	chr14	121907234	121907735	501
cCREs160921	chr14	121937553	121938061	508
cCREs160939	chr14	121994807	121995323	516
cCREs160940	chr14	121996801	121997306	505
cCREs160949	chr14	122013402	122013981	579
cCREs161004	chr14	122261211	122261720	509
cCREs161839	chr15	5302310	5302838	528
cCREs161848	chr15	5348810	5349349	539
cCREs161851	chr15	5415961	5416471	510
cCREs161867	chr15	5517140	5517930	790
cCREs161871	chr15	5539250	5539753	503
cCREs161951	chr15	6241985	6242790	805
cCREs161967	chr15	6334673	6335179	506
cCREs161970	chr15	6341356	6341863	507
cCREs161999	chr15	6500810	6501335	525
cCREs162002	chr15	6522572	6523312	740
cCREs162006	chr15	6554558	6555112	554
cCREs162008	chr15	6556825	6557367	542
cCREs162010	chr15	6562148	6562750	602
cCREs162012	chr15	6569107	6569692	585
cCREs162016	chr15	6577867	6578406	539
cCREs162024	chr15	6601282	6601828	546
cCREs162027	chr15	6623767	6624275	508
cCREs162044	chr15	6705566	6706111	545
cCREs162149	chr15	7088577	7089354	777
cCREs162154	chr15	7113850	7114360	510
cCREs162440	chr15	8635921	8636422	501
cCREs162443	chr15	8642189	8642716	527
cCREs162543	chr15	9122931	9123435	504
cCREs162575	chr15	9429782	9430317	535
cCREs162859	chr15	10876261	10876803	542
cCREs163067	chr15	11716085	11716664	579
cCREs164340	chr15	19675473	19675992	519
cCREs165097	chr15	25287803	25288305	502
cCREs165103	chr15	25321568	25322537	969
cCREs165275	chr15	25828425	25828939	514
cCREs165299	chr15	25891210	25892297	1087
cCREs165751	chr15	27664075	27664577	502
cCREs165808	chr15	27784133	27784649	516
cCREs165861	chr15	27873624	27874418	794
cCREs166010	chr15	28374308	28374812	504
cCREs167179	chr15	34027120	34027650	530
cCREs167191	chr15	34096263	34096774	511
cCREs167293	chr15	34529687	34530527	840
cCREs167404	chr15	35030215	35030744	529
cCREs167489	chr15	35681637	35682152	515
cCREs167494	chr15	35705446	35706030	584
cCREs167751	chr15	36827908	36828443	535
cCREs167768	chr15	36875867	36876755	888
cCREs167771	chr15	36879398	36880140	742
cCREs167786	chr15	36933594	36934119	525
cCREs168132	chr15	38288873	38289466	593
cCREs168160	chr15	38403894	38404411	517
cCREs168174	chr15	38472571	38473104	533
cCREs168176	chr15	38483280	38483794	514
cCREs168181	chr15	38527854	38528390	536
cCREs168210	chr15	38644077	38644828	751
cCREs168923	chr15	41765703	41766209	506
cCREs169966	chr15	48837961	48838533	572
cCREs169970	chr15	48899275	48899781	506
cCREs169971	chr15	48904615	48905128	513
cCREs170174	chr15	50854341	50854844	503
cCREs170741	chr15	53409135	53409640	505
cCREs170777	chr15	53556044	53556877	833
cCREs171178	chr15	55381619	55382139	520
cCREs171596	chr15	57792711	57793702	991
cCREs171675	chr15	58019528	58020031	503
cCREs171726	chr15	58249952	58250472	520
cCREs171870	chr15	58745402	58745907	505
cCREs172089	chr15	59486071	59486590	519
cCREs172145	chr15	59619760	59620301	541
cCREs172183	chr15	59744480	59744992	512
cCREs172233	chr15	59950552	59951339	787
cCREs172627	chr15	62002517	62003268	751
cCREs172639	chr15	62057076	62057967	891
cCREs172672	chr15	62152106	62152621	515
cCREs172739	chr15	62400899	62401679	780
cCREs172939	chr15	63498441	63498973	532
cCREs172940	chr15	63500347	63500874	527
cCREs172966	chr15	63611119	63611718	599
cCREs173053	chr15	64088280	64088782	502
cCREs173484	chr15	65872536	65873045	509
cCREs173715	chr15	66684650	66685521	871
cCREs173738	chr15	66746393	66746899	506
cCREs173765	chr15	66833316	66833828	512
cCREs173770	chr15	66845293	66845804	511
cCREs173876	chr15	67173920	67174447	527
cCREs173908	chr15	67345429	67345932	503
cCREs173926	chr15	67414022	67415012	990
cCREs174106	chr15	68167772	68168280	508
cCREs175263	chr15	73492139	73492692	553
cCREs175264	chr15	73493918	73494441	523
cCREs175267	chr15	73505652	73506716	1064
cCREs175671	chr15	74930284	74931282	998
cCREs175672	chr15	74931552	74932104	552
cCREs175680	chr15	74960678	74961241	563
cCREs175802	chr15	75850731	75851320	589
cCREs175891	chr15	76287620	76288173	553
cCREs175894	chr15	76303538	76304052	514
cCREs175896	chr15	76313156	76313689	533
cCREs176020	chr15	76794726	76795258	532
cCREs176291	chr15	77945625	77946141	516
cCREs176385	chr15	78258162	78258706	544
cCREs176455	chr15	78588860	78589367	507
cCREs176458	chr15	78596807	78597335	528
cCREs176459	chr15	78597776	78598280	504
cCREs176508	chr15	78771675	78772847	1172
cCREs176650	chr15	79323254	79323942	688
cCREs176672	chr15	79396661	79397207	546
cCREs176677	chr15	79413731	79414268	537
cCREs176679	chr15	79422481	79423157	676
cCREs176683	chr15	79434941	79435879	938
cCREs176689	chr15	79446189	79446715	526
cCREs176835	chr15	80042102	80042659	557
cCREs176842	chr15	80071588	80072396	808
cCREs176843	chr15	80074180	80075177	997
cCREs177105	chr15	81021322	81021850	528
cCREs177114	chr15	81045294	81045808	514
cCREs177221	chr15	81568069	81569126	1057
cCREs177381	chr15	82218728	82219243	515
cCREs177453	chr15	82888361	82888864	503
cCREs177509	chr15	83036039	83036558	519
cCREs177554	chr15	83221666	83222215	549
cCREs177566	chr15	83256316	83256938	622
cCREs177638	chr15	83539565	83540374	809
cCREs178347	chr15	86191435	86191956	521
cCREs178351	chr15	86200937	86201642	705
cCREs178352	chr15	86202532	86203067	535
cCREs178357	chr15	86212129	86212651	522
cCREs178971	chr15	88732328	88732836	508
cCREs179056	chr15	89171448	89172098	650
cCREs179059	chr15	89177082	89178018	936
cCREs179068	chr15	89230915	89231449	534
cCREs179355	chr15	90623398	90623937	539
cCREs179484	chr15	91178571	91179089	518
cCREs179487	chr15	91186213	91186728	515
cCREs179501	chr15	91254073	91254580	507
cCREs180004	chr15	93267933	93268716	783
cCREs180013	chr15	93298075	93298595	520
cCREs180633	chr15	95807794	95808317	523
cCREs180794	chr15	96466431	96466971	540
cCREs180862	chr15	96714946	96715462	516
cCREs180877	chr15	96778186	96779124	938
cCREs181043	chr15	97590643	97591156	513
cCREs181360	chr15	99029594	99030543	949
cCREs181361	chr15	99033371	99033969	598
cCREs181444	chr15	99438891	99439701	810
cCREs181721	chr15	100590348	100590938	590
cCREs181732	chr15	100666206	100666709	503
cCREs181733	chr15	100673779	100674280	501
cCREs181744	chr15	100737592	100738152	560
cCREs181904	chr15	101262413	101262948	535
cCREs181921	chr15	101318094	101318602	508
cCREs181941	chr15	101374783	101375369	586
cCREs182061	chr15	102089723	102090370	647
cCREs182089	chr15	102198811	102199339	528
cCREs182126	chr15	102362408	102363261	853
cCREs182133	chr15	102393457	102394212	755
cCREs182300	chr15	103258102	103258769	667
cCREs182333	chr15	103370389	103370982	593
cCREs182368	chr15	103486568	103487092	524
cCREs182430	chr16	3732594	3733139	545
cCREs182451	chr16	3929071	3929598	527
cCREs182528	chr16	4383218	4383971	753
cCREs182641	chr16	4839486	4840003	517
cCREs182643	chr16	4847014	4847517	503
cCREs182674	chr16	4969363	4969864	501
cCREs182685	chr16	5011236	5012136	900
cCREs183283	chr16	7154460	7155467	1007
cCREs183356	chr16	7446737	7447305	568
cCREs183375	chr16	7559074	7559579	505
cCREs183574	chr16	8784695	8785236	541
cCREs183942	chr16	10384049	10385006	957
cCREs183960	chr16	10461121	10461680	559
cCREs184111	chr16	10999744	11000306	562
cCREs184113	chr16	11005932	11006489	557
cCREs184150	chr16	11107722	11108257	535
cCREs184184	chr16	11343255	11343759	504
cCREs184195	chr16	11385695	11386214	519
cCREs184201	chr16	11411657	11412177	520
cCREs184350	chr16	11875134	11875653	519
cCREs184825	chr16	14112702	14113218	516
cCREs185026	chr16	15986119	15986922	803
cCREs185040	chr16	16073013	16073785	772
cCREs185122	chr16	16902251	16902760	509
cCREs185124	chr16	16907731	16908262	531
cCREs185470	chr16	18412686	18413485	799
cCREs185472	chr16	18419349	18419854	505
cCREs185474	chr16	18423061	18423998	937
cCREs185619	chr16	19966912	19967477	565
cCREs185621	chr16	19972878	19973915	1037
cCREs185625	chr16	19982780	19983337	557
cCREs185698	chr16	20357816	20358324	508
cCREs185714	chr16	20424046	20424575	529
cCREs185740	chr16	20537911	20538422	511
cCREs185860	chr16	21382114	21382620	506
cCREs185934	chr16	21641804	21642698	894
cCREs185967	chr16	21826990	21827627	637
cCREs186082	chr16	22444765	22445278	513
cCREs186268	chr16	23181009	23182402	1393
cCREs186306	chr16	23296704	23297226	522
cCREs186317	chr16	23332078	23333134	1056
cCREs186318	chr16	23346475	23347649	1174
cCREs186463	chr16	24011996	24012814	818
cCREs186670	chr16	24826349	24826861	512
cCREs186958	chr16	26049295	26050222	927
cCREs186960	chr16	26057634	26058147	513
cCREs187185	chr16	27374036	27374571	535
cCREs187203	chr16	27434702	27435401	699
cCREs187827	chr16	30114615	30115420	805
cCREs187829	chr16	30123225	30123752	527
cCREs187889	chr16	30395094	30395617	523
cCREs187892	chr16	30416262	30417086	824
cCREs187912	chr16	30511922	30513157	1235
cCREs187919	chr16	30533572	30534074	502
cCREs187988	chr16	30772714	30773252	538
cCREs188027	chr16	30944814	30945425	611
cCREs188306	chr16	32130040	32130638	598
cCREs188318	chr16	32170870	32171386	516
cCREs188322	chr16	32176786	32177723	937
cCREs188325	chr16	32190123	32190652	529
cCREs188392	chr16	32650942	32651473	531
cCREs188412	chr16	32703199	32703745	546
cCREs188499	chr16	33169453	33170206	753
cCREs188675	chr16	33944643	33945211	568
cCREs189274	chr16	35868977	35869729	752
cCREs189364	chr16	36631564	36632430	866
cCREs189378	chr16	36711689	36712218	529
cCREs189380	chr16	36717458	36717968	510
cCREs189417	chr16	36934717	36935489	772
cCREs189418	chr16	36935758	36936307	549
cCREs189430	chr16	36985468	36986245	777
cCREs189707	chr16	38095414	38095922	508
cCREs189795	chr16	38457078	38457626	548
cCREs189851	chr16	38679267	38680147	880
cCREs189858	chr16	38701737	38702251	514
cCREs189862	chr16	38709073	38709580	507
cCREs189863	chr16	38711182	38711693	511
cCREs189868	chr16	38730860	38731594	734
cCREs189875	chr16	38757924	38758950	1026
cCREs189877	chr16	38763453	38763976	523
cCREs189883	chr16	38788955	38789477	522
cCREs189884	chr16	38793039	38793954	915
cCREs190006	chr16	39196799	39197399	600
cCREs191130	chr16	44199007	44199535	528
cCREs191373	chr16	45148426	45149147	721
cCREs191378	chr16	45173802	45174331	529
cCREs191405	chr16	45282928	45283544	616
cCREs191478	chr16	45666097	45666624	527
cCREs192243	chr16	49858438	49858950	512
cCREs192366	chr16	50224892	50225409	517
cCREs192397	chr16	50366571	50367084	513
cCREs193285	chr16	55600915	55601418	503
cCREs193293	chr16	55698390	55699012	622
cCREs193349	chr16	55948847	55949377	530
cCREs193613	chr16	57317074	57317587	513
cCREs193695	chr16	57581986	57582501	515
cCREs193759	chr16	57902485	57902991	506
cCREs193843	chr16	58452944	58453691	747
cCREs193851	chr16	58476312	58476910	598
cCREs193865	chr16	58511337	58511994	657
cCREs193871	chr16	58543062	58543627	565
cCREs194777	chr16	64756221	64756742	521
cCREs195633	chr16	70326249	70327072	823
cCREs196243	chr16	73591134	73591903	769
cCREs196320	chr16	73957604	73958107	503
cCREs196756	chr16	76053446	76053954	508
cCREs196789	chr16	76218245	76218758	513
cCREs196821	chr16	76324876	76325453	577
cCREs196836	chr16	76363591	76364107	516
cCREs196877	chr16	76527516	76528041	525
cCREs196889	chr16	76603905	76604441	536
cCREs196921	chr16	76762519	76763385	866
cCREs196984	chr16	77041468	77042024	556
cCREs197047	chr16	77318110	77318617	507
cCREs197244	chr16	78182081	78182607	526
cCREs197756	chr16	81437431	81437934	503
cCREs198206	chr16	84802125	84802640	515
cCREs198328	chr16	85098984	85099908	924
cCREs198334	chr16	85113864	85114373	509
cCREs198360	chr16	85162731	85163236	505
cCREs198383	chr16	85285295	85285877	582
cCREs198845	chr16	87625253	87625761	508
cCREs198847	chr16	87638042	87638562	520
cCREs199375	chr16	90043726	90044555	829
cCREs199445	chr16	90300801	90301351	550
cCREs199456	chr16	90334033	90334575	542
cCREs199473	chr16	90396065	90397324	1259
cCREs199494	chr16	90458651	90459809	1158
cCREs199660	chr16	91002158	91002679	521
cCREs199676	chr16	91061540	91062050	510
cCREs199723	chr16	91354443	91354960	517
cCREs199724	chr16	91355120	91355635	515
cCREs199730	chr16	91367053	91367601	548
cCREs199765	chr16	91475624	91476786	1162
cCREs199776	chr16	91522036	91523373	1337
cCREs199777	chr16	91526990	91527561	571
cCREs199781	chr16	91538017	91539071	1054
cCREs199860	chr16	91825711	91826226	515
cCREs199896	chr16	91905053	91905611	558
cCREs199906	chr16	91933093	91933618	525
cCREs200033	chr16	92430625	92431203	578
cCREs200101	chr16	92692085	92692597	512
cCREs200120	chr16	92800795	92801381	586
cCREs200126	chr16	92825757	92826272	515
cCREs200135	chr16	92867153	92867807	654
cCREs200137	chr16	92883901	92884418	517
cCREs200167	chr16	93026210	93026717	507
cCREs200168	chr16	93028592	93029096	504
cCREs200207	chr16	93192749	93193267	518
cCREs200499	chr16	94559221	94559790	569
cCREs200828	chr16	95839438	95839940	502
cCREs200835	chr16	95872311	95872882	571
cCREs200849	chr16	95931423	95931932	509
cCREs201364	chr17	3156107	3156611	504
cCREs201453	chr17	3453915	3454831	916
cCREs201937	chr17	5574617	5575121	504
cCREs202007	chr17	5800291	5800800	509
cCREs202069	chr17	6007625	6008439	814
cCREs202362	chr17	7917093	7917599	506
cCREs202364	chr17	7925666	7926218	552
cCREs202392	chr17	8195530	8196190	660
cCREs202393	chr17	8199022	8199529	507
cCREs202395	chr17	8225098	8225622	524
cCREs202398	chr17	8232046	8232581	535
cCREs202404	chr17	8255563	8256154	591
cCREs202551	chr17	8867835	8868353	518
cCREs202757	chr17	9773697	9774203	506
cCREs202888	chr17	10344508	10345034	526
cCREs202893	chr17	10366885	10367542	657
cCREs202900	chr17	10383071	10383871	800
cCREs202902	chr17	10392281	10393135	854
cCREs202914	chr17	10424988	10425770	782
cCREs202915	chr17	10430818	10431691	873
cCREs202947	chr17	10558609	10559537	928
cCREs203012	chr17	10855784	10856288	504
cCREs203031	chr17	10982052	10982573	521
cCREs203559	chr17	13440845	13441658	813
cCREs203587	chr17	13659881	13660402	521
cCREs203844	chr17	14953384	14953923	539
cCREs203865	chr17	15129560	15130503	943
cCREs203896	chr17	15290232	15290810	578
cCREs203955	chr17	15657017	15657772	755
cCREs203957	chr17	15695522	15696025	503
cCREs204144	chr17	17581119	17581636	517
cCREs204156	chr17	17634029	17634533	504
cCREs204181	chr17	17900631	17901196	565
cCREs204184	chr17	18968294	18968800	506
cCREs204248	chr17	22410693	22411211	518
cCREs204286	chr17	23645042	23645597	555
cCREs204332	chr17	23966895	23967508	613
cCREs204401	chr17	24344621	24345133	512
cCREs204541	chr17	25064231	25064783	552
cCREs204544	chr17	25071472	25071991	519
cCREs204689	chr17	25677917	25678495	578
cCREs204873	chr17	26535075	26535793	718
cCREs204899	chr17	26616631	26617214	583
cCREs205022	chr17	27181610	27182121	511
cCREs205191	chr17	27851024	27851529	505
cCREs205301	chr17	28251387	28252062	675
cCREs205391	chr17	28702521	28703218	697
cCREs205402	chr17	28737872	28738418	546
cCREs205458	chr17	29009140	29009647	507
cCREs205567	chr17	29361865	29362727	862
cCREs205570	chr17	29380200	29380742	542
cCREs205572	chr17	29395322	29395859	537
cCREs205592	chr17	29513098	29513647	549
cCREs205677	chr17	29841484	29842651	1167
cCREs205961	chr17	30973159	30973828	669
cCREs205971	chr17	31020833	31021716	883
cCREs205985	chr17	31070247	31071322	1075
cCREs205988	chr17	31074581	31075241	660
cCREs206230	chr17	32053602	32054179	577
cCREs206255	chr17	32163836	32164715	879
cCREs206310	chr17	32534005	32534535	530
cCREs206314	chr17	32607970	32608518	548
cCREs206387	chr17	33563652	33564217	565
cCREs206464	chr17	34092502	34093043	541
cCREs206480	chr17	34198085	34198604	519
cCREs206489	chr17	34239570	34240078	508
cCREs206525	chr17	34564044	34565286	1242
cCREs206609	chr17	35048279	35048802	523
cCREs206610	chr17	35050008	35050624	616
cCREs206614	chr17	35064784	35065575	791
cCREs206643	chr17	35188218	35188738	520
cCREs206646	chr17	35201812	35202329	517
cCREs206749	chr17	35868112	35868646	534
cCREs206879	chr17	37022573	37023075	502
cCREs206913	chr17	37275872	37276391	519
cCREs207233	chr17	42912080	42912740	660
cCREs207234	chr17	42924612	42925130	518
cCREs207290	chr17	43137734	43138261	527
cCREs207291	chr17	43139817	43140349	532
cCREs207675	chr17	44783053	44783574	521
cCREs207852	chr17	45612874	45613397	523
cCREs208093	chr17	46802430	46802941	511
cCREs208237	chr17	47454594	47455112	518
cCREs208268	chr17	47567217	47567729	512
cCREs208286	chr17	47658698	47659288	590
cCREs208412	chr17	48324205	48324721	516
cCREs208438	chr17	48417958	48418681	723
