Gene stable ID	Mouse gene stable ID	Mouse gene name	Mouse homology type	Mouse orthology confidence [0 low, 1 high]
ENSG00000135298	ENSMUSG00000033569	Adgrb3	ortholog_one2one	1
ENSG00000135452	ENSMUSG00000006736	Tspan31	ortholog_one2one	1
ENSG00000135454	ENSMUSG00000006731	B4galnt1	ortholog_one2one	1
ENSG00000135472	ENSMUSG00000023011	Faim2	ortholog_one2one	1
ENSG00000135525	ENSMUSG00000019996	Map7	ortholog_one2one	1
ENSG00000135596	ENSMUSG00000019823	Mical1	ortholog_one2one	1
ENSG00000135622	ENSMUSG00000000627	Sema4f	ortholog_one2one	1
ENSG00000135625	ENSMUSG00000071341	Egr4	ortholog_one2one	1
ENSG00000135643	ENSMUSG00000054934	Kcnmb4	ortholog_one2one	1
ENSG00000135709	ENSMUSG00000031824	6430548M08Rik	ortholog_one2one	1
ENSG00000135750	ENSMUSG00000033998	Kcnk1	ortholog_one2one	1
ENSG00000135823	ENSMUSG00000026470	Stx6	ortholog_one2one	1
ENSG00000135829	ENSMUSG00000042699	Dhx9	ortholog_one2one	1
ENSG00000135837	ENSMUSG00000033671	Cep350	ortholog_one2one	1
ENSG00000135924	ENSMUSG00000026203	Dnajb2	ortholog_one2one	1
ENSG00000135956	ENSMUSG00000034850	Tmem127	ortholog_one2one	1
ENSG00000135968	ENSMUSG00000038039	Gcc2	ortholog_one2one	1
ENSG00000136002				
ENSG00000136099	ENSMUSG00000036422	Pcdh8	ortholog_one2one	1
ENSG00000136108	ENSMUSG00000037725	Ckap2	ortholog_one2one	1
ENSG00000136111	ENSMUSG00000033083	Tbc1d4	ortholog_one2one	1
ENSG00000136156	ENSMUSG00000022108	Itm2b	ortholog_one2one	1
ENSG00000136159	ENSMUSG00000033405	Nudt15	ortholog_one2one	1
ENSG00000136161	ENSMUSG00000022106	Rcbtb2	ortholog_one2one	1
ENSG00000136237	ENSMUSG00000041992	Rapgef5	ortholog_one2one	1
ENSG00000136261	ENSMUSG00000020547	Bzw2	ortholog_one2one	1
ENSG00000136267	ENSMUSG00000036095	Dgkb	ortholog_one2one	1
ENSG00000136274	ENSMUSG00000041073	Nacad	ortholog_one2one	1
ENSG00000136531	ENSMUSG00000075318	Scn2a	ortholog_one2one	1
ENSG00000136536	ENSMUSG00000026977	Marchf7	ortholog_one2one	1
ENSG00000136631	ENSMUSG00000015747	Vps45	ortholog_one2one	1
ENSG00000136738	ENSMUSG00000026718	Stam	ortholog_one2one	1
ENSG00000136750	ENSMUSG00000026787	Gad2	ortholog_one2one	1
ENSG00000136828	ENSMUSG00000038831	Ralgps1	ortholog_one2one	1
ENSG00000136868	ENSMUSG00000066150	Slc31a1	ortholog_one2one	1
ENSG00000136875	ENSMUSG00000066148	Prpf4	ortholog_one2one	1
ENSG00000136940	ENSMUSG00000009030	Pdcl	ortholog_one2one	1
ENSG00000136999	ENSMUSG00000037362	Ccn3	ortholog_one2one	1
ENSG00000137040	ENSMUSG00000074909	Ranbp6	ortholog_one2one	1
ENSG00000137073	ENSMUSG00000028433	Ubap2	ortholog_one2one	1
ENSG00000137177	ENSMUSG00000021375	Kif13a	ortholog_one2one	1
ENSG00000137261	ENSMUSG00000006711	D130043K22Rik	ortholog_one2one	1
ENSG00000137364	ENSMUSG00000021376	Tpmt	ortholog_one2one	1
ENSG00000137409	ENSMUSG00000024012	Mtch1	ortholog_one2one	1
ENSG00000137414	ENSMUSG00000069237	Fam8a1	ortholog_one2one	1
ENSG00000137500	ENSMUSG00000030613	Ccdc90b	ortholog_one2one	1
ENSG00000137601	ENSMUSG00000031644	Nek1	ortholog_one2one	1
ENSG00000137642	ENSMUSG00000049313	Sorl1	ortholog_one2one	1
ENSG00000137713	ENSMUSG00000032058	Ppp2r1b	ortholog_one2one	1
ENSG00000137726	ENSMUSG00000066705	Fxyd6	ortholog_one2one	1
ENSG00000137802	ENSMUSG00000033902	Mapkbp1	ortholog_one2one	1
ENSG00000137806	ENSMUSG00000027305	Ndufaf1	ortholog_one2one	1
ENSG00000137821	ENSMUSG00000047766	Lrrc49	ortholog_one2one	1
ENSG00000137825	ENSMUSG00000027296	Itpka	ortholog_one2one	1
ENSG00000137871	ENSMUSG00000038535	Zfp280d	ortholog_one2many	1
ENSG00000137942	ENSMUSG00000039735	Fnbp1l	ortholog_one2one	1
ENSG00000137944	ENSMUSG00000040213	Kyat3	ortholog_one2one	1
ENSG00000137992	ENSMUSG00000000340	Dbt	ortholog_one2one	1
ENSG00000137996	ENSMUSG00000000339	Rtca	ortholog_one2one	1
ENSG00000138032	ENSMUSG00000061130	Ppm1b	ortholog_one2many	1
ENSG00000138036	ENSMUSG00000024253	Dync2li1	ortholog_one2one	1
ENSG00000138061	ENSMUSG00000024087	Cyp1b1	ortholog_one2one	1
ENSG00000138078	ENSMUSG00000024127	Prepl	ortholog_one2one	1
ENSG00000138081	ENSMUSG00000005371	Fbxo11	ortholog_one2one	1
ENSG00000138175	ENSMUSG00000025035	Arl3	ortholog_one2one	1
ENSG00000138311	ENSMUSG00000037855	Zfp365	ortholog_one2one	1
ENSG00000138386	ENSMUSG00000002881	Nab1	ortholog_one2one	1
ENSG00000138398	ENSMUSG00000042133	Ppig	ortholog_one2one	1
ENSG00000138399	ENSMUSG00000027086	Fastkd1	ortholog_one2one	1
ENSG00000138430	ENSMUSG00000027108	Ola1	ortholog_one2one	1
ENSG00000138592	ENSMUSG00000027363	Usp8	ortholog_one2one	1
ENSG00000138604	ENSMUSG00000032252	Glce	ortholog_one2one	1
ENSG00000138642	ENSMUSG00000029798	Herc6	ortholog_one2one	1
ENSG00000138663	ENSMUSG00000035297	Cops4	ortholog_one2one	1
ENSG00000138686	ENSMUSG00000037325	Bbs7	ortholog_one2one	1
ENSG00000138688	ENSMUSG00000037270	4932438A13Rik	ortholog_one2one	1
ENSG00000138757	ENSMUSG00000029405	G3bp2	ortholog_one2one	1
ENSG00000138764	ENSMUSG00000029385	Ccng2	ortholog_one2one	1
ENSG00000139112	ENSMUSG00000030161	Gabarapl1	ortholog_one2one	1
ENSG00000139131	ENSMUSG00000022792	Yars2	ortholog_one2one	1
ENSG00000139180	ENSMUSG00000000399	Ndufa9	ortholog_one2one	1
ENSG00000139190	ENSMUSG00000030337	Vamp1	ortholog_one2one	1
ENSG00000139318	ENSMUSG00000019960	Dusp6	ortholog_one2one	1
ENSG00000139352	ENSMUSG00000020052	Ascl1	ortholog_one2one	1
ENSG00000139372	ENSMUSG00000034674	Tdg	ortholog_one2one	1
ENSG00000139436	ENSMUSG00000041890	Git2	ortholog_one2one	1
ENSG00000139496	ENSMUSG00000114797	Gm49336	ortholog_one2many	1
ENSG00000139496	ENSMUSG00000063895	Nupl1	ortholog_one2many	1
ENSG00000139505	ENSMUSG00000021987	Mtmr6	ortholog_one2one	1
ENSG00000139514	ENSMUSG00000041313	Slc7a1	ortholog_one2one	1
ENSG00000139620	ENSMUSG00000022992	Kansl2	ortholog_one2one	1
ENSG00000139726	ENSMUSG00000023106	Denr	ortholog_one2one	1
ENSG00000139793	ENSMUSG00000022139	Mbnl2	ortholog_one2one	1
ENSG00000139910	ENSMUSG00000021047	Nova1	ortholog_one2one	1
ENSG00000140157	ENSMUSG00000030452	Nipa2	ortholog_one2one	1
ENSG00000140350	ENSMUSG00000032249	Anp32a	ortholog_one2many	1
ENSG00000140386	ENSMUSG00000034007	Scaper	ortholog_one2one	1
ENSG00000140538	ENSMUSG00000059146	Ntrk3	ortholog_one2one	1
ENSG00000140600	ENSMUSG00000030638	Sh3gl3	ortholog_one2one	1
ENSG00000140718	ENSMUSG00000055932	Fto	ortholog_one2one	1
ENSG00000140905	ENSMUSG00000034424	Gcsh	ortholog_one2many	1
ENSG00000140937	ENSMUSG00000031673	Cdh11	ortholog_one2one	1
ENSG00000140950	ENSMUSG00000034105	Meak7	ortholog_one2one	1
ENSG00000140983	ENSMUSG00000025733	Rhot2	ortholog_one2many	1
ENSG00000140983	ENSMUSG00000093593	Gm20683	ortholog_one2many	1
ENSG00000140992	ENSMUSG00000024122	Pdpk1	ortholog_one2one	1
ENSG00000140995	ENSMUSG00000001482	Def8	ortholog_one2one	1
ENSG00000141002	ENSMUSG00000001472	Tcf25	ortholog_one2one	1
ENSG00000141424	ENSMUSG00000024270	Slc39a6	ortholog_one2one	1
ENSG00000141425	ENSMUSG00000040446	Rprd1a	ortholog_one2one	1
ENSG00000141429	ENSMUSG00000000420	Galnt1	ortholog_one2one	1
ENSG00000141447	ENSMUSG00000044252	Osbpl1a	ortholog_one2one	1
ENSG00000141519	ENSMUSG00000039963	Ccdc40	ortholog_one2one	1
ENSG00000141542	ENSMUSG00000025170	Rab40b	ortholog_one2one	1
ENSG00000141664	ENSMUSG00000038866	Zcchc2	ortholog_one2one	1
ENSG00000141837	ENSMUSG00000034656	Cacna1a	ortholog_one2one	1
ENSG00000142192	ENSMUSG00000022892	App	ortholog_one2one	1
ENSG00000142207	ENSMUSG00000039929	Urb1	ortholog_one2one	1
ENSG00000142230	ENSMUSG00000052833	Sae1	ortholog_one2one	1
ENSG00000142655	ENSMUSG00000028975	Pex14	ortholog_one2one	1
ENSG00000142686	ENSMUSG00000073755	5730409E04Rik	ortholog_one2one	1
ENSG00000142751	ENSMUSG00000028848	Gpn2	ortholog_one2one	1
ENSG00000142875	ENSMUSG00000005034	Prkacb	ortholog_one2one	1
ENSG00000142892	ENSMUSG00000039047	Pigk	ortholog_one2one	1
ENSG00000143013	ENSMUSG00000028266	Lmo4	ortholog_one2one	1
ENSG00000143126	ENSMUSG00000068740	Celsr2	ortholog_one2one	1
ENSG00000143147	ENSMUSG00000040836	Gpr161	ortholog_one2one	1
ENSG00000143155	ENSMUSG00000040843	Tiprl	ortholog_one2one	1
ENSG00000143344	ENSMUSG00000026482	Rgl1	ortholog_one2one	1
ENSG00000143420	ENSMUSG00000038619	Ensa	ortholog_one2one	1
ENSG00000143436	ENSMUSG00000028140	Mrpl9	ortholog_one2one	1
ENSG00000143702	ENSMUSG00000057335	Cep170	ortholog_one2one	1
ENSG00000143753	ENSMUSG00000038768	9130409I23Rik	ortholog_one2many	0
ENSG00000143753	ENSMUSG00000038633	Degs1	ortholog_one2many	1
ENSG00000143786	ENSMUSG00000026514	Cnih3	ortholog_one2one	1
ENSG00000143801	ENSMUSG00000010609	Psen2	ortholog_one2many	1
ENSG00000143933	ENSMUSG00000036438	Calm2	ortholog_one2one	1
ENSG00000144230	ENSMUSG00000052229	Gpr17	ortholog_one2one	1
ENSG00000144285	ENSMUSG00000064329	Scn1a	ortholog_one2one	1
ENSG00000144306	ENSMUSG00000008226	Scrn3	ortholog_one2one	1
ENSG00000144366	ENSMUSG00000056870	Gulp1	ortholog_one2one	1
ENSG00000144407	ENSMUSG00000025946	Pth2r	ortholog_one2one	1
ENSG00000144567	ENSMUSG00000049339	Retreg2	ortholog_one2one	1
ENSG00000144645	ENSMUSG00000040875	Osbpl10	ortholog_one2one	1
ENSG00000144712	ENSMUSG00000030319	Cand2	ortholog_one2one	1
ENSG00000144724				
ENSG00000144744	ENSMUSG00000030061	Uba3	ortholog_one2one	1
ENSG00000144827	ENSMUSG00000033157	Abhd10	ortholog_one2one	1
ENSG00000144840	ENSMUSG00000022827	Rabl3	ortholog_one2one	1
ENSG00000144935	ENSMUSG00000032839	Trpc1	ortholog_one2one	1
ENSG00000145087	ENSMUSG00000022829	Stxbp5l	ortholog_one2one	1
ENSG00000145216				
ENSG00000145431	ENSMUSG00000028019	Pdgfc	ortholog_one2one	1
ENSG00000145439	ENSMUSG00000031641	Cbr4	ortholog_one2one	1
ENSG00000145494	ENSMUSG00000021606	Ndufs6	ortholog_one2one	1
ENSG00000145526	ENSMUSG00000040420	Cdh18	ortholog_one2one	1
ENSG00000145545	ENSMUSG00000021594	Srd5a1	ortholog_one2one	1
ENSG00000145604	ENSMUSG00000054115	Skp2	ortholog_one2one	1
ENSG00000145632	ENSMUSG00000021701	Plk2	ortholog_one2one	1
ENSG00000145675	ENSMUSG00000041417	Pik3r1	ortholog_one2one	1
ENSG00000145730	ENSMUSG00000026335	Pam	ortholog_one2one	1
ENSG00000145819	ENSMUSG00000036452	Arhgap26	ortholog_one2one	1
ENSG00000145824	ENSMUSG00000021508	Cxcl14	ortholog_one2one	1
ENSG00000145868	ENSMUSG00000042211	Fbxo38	ortholog_one2one	1
ENSG00000145945	ENSMUSG00000038246	Fam50b	ortholog_one2one	1
ENSG00000146085	ENSMUSG00000023921	Mmut	ortholog_one2one	1
ENSG00000146242	ENSMUSG00000035274	Tpbg	ortholog_one2one	1
ENSG00000146360	ENSMUSG00000046922	Gpr6	ortholog_one2one	1
ENSG00000146463	ENSMUSG00000042446	Zmym4	ortholog_one2one	1
ENSG00000146476	ENSMUSG00000061759	Armt1	ortholog_one2one	1
ENSG00000146938				
ENSG00000146950	ENSMUSG00000045180	Shroom2	ortholog_one2one	1
ENSG00000147027	ENSMUSG00000025666	Tmem47	ortholog_one2one	1
ENSG00000147121	ENSMUSG00000055150	Zfp78	ortholog_many2many	0
ENSG00000147180	ENSMUSG00000025529	Zfp711	ortholog_one2one	1
ENSG00000147231	ENSMUSG00000042498	Radx	ortholog_one2one	1
ENSG00000147246	ENSMUSG00000041380	Htr2c	ortholog_one2one	1
ENSG00000147383	ENSMUSG00000031349	Nsdhl	ortholog_one2one	1
ENSG00000147400	ENSMUSG00000031347	Cetn2	ortholog_one2one	1
ENSG00000147419	ENSMUSG00000022035	Ccdc25	ortholog_one2one	1
ENSG00000147488	ENSMUSG00000033740	St18	ortholog_one2one	1
ENSG00000147533	ENSMUSG00000015341	Golga7	ortholog_one2one	1
ENSG00000147571	ENSMUSG00000049796	Crh	ortholog_one2one	1
ENSG00000147588	ENSMUSG00000052468	Pmp2	ortholog_one2one	1
ENSG00000147650	ENSMUSG00000022305	Lrp12	ortholog_one2one	1
ENSG00000147654	ENSMUSG00000022339	Ebag9	ortholog_one2one	1
ENSG00000147862	ENSMUSG00000008575	Nfib	ortholog_one2one	1
ENSG00000148090	ENSMUSG00000021460	Auh	ortholog_one2one	1
ENSG00000148154	ENSMUSG00000028381	Ugcg	ortholog_one2one	1
ENSG00000148411	ENSMUSG00000026932	Nacc2	ortholog_one2one	1
ENSG00000148468	ENSMUSG00000050530	Fam171a1	ortholog_one2one	1
ENSG00000148516	ENSMUSG00000024238	Zeb1	ortholog_one2one	1
ENSG00000148832	ENSMUSG00000025464	Paox	ortholog_one2many	1
ENSG00000149084	ENSMUSG00000027195	Hsd17b12	ortholog_one2one	1
ENSG00000149091	ENSMUSG00000040479	Dgkz	ortholog_one2one	1
ENSG00000149218	ENSMUSG00000037419	Endod1	ortholog_one2one	1
ENSG00000149308	ENSMUSG00000033054	Npat	ortholog_one2one	1
ENSG00000149313	ENSMUSG00000025894	Aasdhppt	ortholog_one2one	1
ENSG00000149557	ENSMUSG00000032118	Fez1	ortholog_one2one	1
ENSG00000149577	ENSMUSG00000034908	Sidt2	ortholog_one2one	1
ENSG00000149654	ENSMUSG00000053166	Cdh22	ortholog_one2one	1
ENSG00000150459	ENSMUSG00000021963	Sap18	ortholog_one2many	1
ENSG00000150459	ENSMUSG00000061104	Sap18b	ortholog_one2many	0
ENSG00000150471	ENSMUSG00000037605	Adgrl3	ortholog_one2one	1
ENSG00000150625	ENSMUSG00000031517	Gpm6a	ortholog_one2one	1
ENSG00000150961	ENSMUSG00000039234	Sec24d	ortholog_one2one	1
ENSG00000150995	ENSMUSG00000030102	Itpr1	ortholog_one2one	1
ENSG00000151148	ENSMUSG00000029577	Ube3b	ortholog_one2one	1
ENSG00000151208	ENSMUSG00000021782	Dlg5	ortholog_one2one	1
ENSG00000151240	ENSMUSG00000048264	Dip2c	ortholog_one2one	1
ENSG00000151320	ENSMUSG00000061603	Akap6	ortholog_one2one	1
ENSG00000151413	ENSMUSG00000035142	Nubpl	ortholog_one2one	1
ENSG00000151490	ENSMUSG00000030223	Ptpro	ortholog_one2one	1
ENSG00000151576	ENSMUSG00000022704	Qtrt2	ortholog_one2one	1
ENSG00000151623	ENSMUSG00000031618	Nr3c2	ortholog_one2one	1
ENSG00000151692	ENSMUSG00000020642	Rnf144a	ortholog_one2one	1
ENSG00000151693	ENSMUSG00000052632	Asap2	ortholog_one2one	1
ENSG00000151835	ENSMUSG00000048279	Sacs	ortholog_one2one	1
ENSG00000152092	ENSMUSG00000026587	Astn1	ortholog_one2one	1
ENSG00000152127	ENSMUSG00000036155	Mgat5	ortholog_one2one	1
ENSG00000152214	ENSMUSG00000057455	Rit2	ortholog_one2one	1
ENSG00000152377	ENSMUSG00000056222	Spock1	ortholog_one2one	1
ENSG00000152463	ENSMUSG00000026645	Olah	ortholog_one2one	1
ENSG00000152465	ENSMUSG00000026643	Nmt2	ortholog_one2one	1
ENSG00000152484	ENSMUSG00000029640	Usp12	ortholog_one2one	1
ENSG00000152503	ENSMUSG00000033949	Trim36	ortholog_one2one	1
ENSG00000152583	ENSMUSG00000029309	Sparcl1	ortholog_one2one	1
ENSG00000152642	ENSMUSG00000050627	Gpd1l	ortholog_one2one	1
ENSG00000152822	ENSMUSG00000019828	Grm1	ortholog_one2one	1
ENSG00000152894	ENSMUSG00000019889	Ptprk	ortholog_one2one	1
ENSG00000152977	ENSMUSG00000032368	Zic1	ortholog_one2one	1
ENSG00000153233	ENSMUSG00000020151	Ptprr	ortholog_one2one	1
ENSG00000153253	ENSMUSG00000057182	Scn3a	ortholog_one2one	1
ENSG00000153266	ENSMUSG00000021743	Fezf2	ortholog_one2one	1
ENSG00000153310	ENSMUSG00000022378	Cyrib	ortholog_one2one	1
ENSG00000153558	ENSMUSG00000032507	Fbxl2	ortholog_one2one	1
ENSG00000153560	ENSMUSG00000009741	Ubp1	ortholog_one2one	1
ENSG00000153574	ENSMUSG00000053604	Rpia	ortholog_one2one	1
ENSG00000153721	ENSMUSG00000015202	Cnksr3	ortholog_one2one	1
ENSG00000153823	ENSMUSG00000045658	Pid1	ortholog_one2one	1
ENSG00000153936	ENSMUSG00000040151	Hs2st1	ortholog_one2many	1
ENSG00000154001	ENSMUSG00000021051	Ppp2r5e	ortholog_one2one	1
ENSG00000154096	ENSMUSG00000032011	Thy1	ortholog_one2one	1
ENSG00000154122	ENSMUSG00000022265	Ank	ortholog_one2one	1
ENSG00000154146	ENSMUSG00000053310	Nrgn	ortholog_one2one	1
ENSG00000154153	ENSMUSG00000022270	Retreg1	ortholog_one2one	1
ENSG00000154217	ENSMUSG00000040430	Pitpnc1	ortholog_one2one	1
ENSG00000154229	ENSMUSG00000050965	Prkca	ortholog_one2one	1
ENSG00000154305	ENSMUSG00000056050	Mia3	ortholog_one2one	1
ENSG00000154310	ENSMUSG00000027692	Tnik	ortholog_one2one	1
ENSG00000154511	ENSMUSG00000029270	Dipk1a	ortholog_one2one	1
ENSG00000154822	ENSMUSG00000038910	Plcl2	ortholog_one2one	1
ENSG00000154975	ENSMUSG00000056158	Car10	ortholog_one2one	1
ENSG00000155011	ENSMUSG00000028031	Dkk2	ortholog_one2one	1
ENSG00000155093	ENSMUSG00000056553	Ptprn2	ortholog_one2one	1
ENSG00000155304	ENSMUSG00000032932	Hspa13	ortholog_one2one	1
ENSG00000155329	ENSMUSG00000018239	Zcchc10	ortholog_one2one	1
ENSG00000155380	ENSMUSG00000032902	Slc16a1	ortholog_one2one	1
ENSG00000155957	ENSMUSG00000020225	Tmbim4	ortholog_one2many	1
ENSG00000156076	ENSMUSG00000020218	Wif1	ortholog_one2one	1
ENSG00000156103	ENSMUSG00000028226	Mmp16	ortholog_one2one	1
ENSG00000156113	ENSMUSG00000063142	Kcnma1	ortholog_one2one	1
ENSG00000156140	ENSMUSG00000043635	Adamts3	ortholog_one2one	1
ENSG00000156256	ENSMUSG00000025616	Usp16	ortholog_one2one	1
ENSG00000156298	ENSMUSG00000058254	Tspan7	ortholog_one2many	1
ENSG00000156299	ENSMUSG00000002489	Tiam1	ortholog_one2one	1
ENSG00000156411	ENSMUSG00000021290	Atp5mpl	ortholog_one2one	1
ENSG00000156475	ENSMUSG00000024500	Ppp2r2b	ortholog_one2one	1
ENSG00000156650	ENSMUSG00000021767	Kat6b	ortholog_one2one	1
ENSG00000157064	ENSMUSG00000042751	Nmnat2	ortholog_one2one	1
ENSG00000157103	ENSMUSG00000030310	Slc6a1	ortholog_one2one	1
ENSG00000157388	ENSMUSG00000015968	Cacna1d	ortholog_one2one	1
ENSG00000157445	ENSMUSG00000021991	Cacna2d3	ortholog_one2one	1
ENSG00000157450	ENSMUSG00000032217	Rnf111	ortholog_one2one	1
ENSG00000157540	ENSMUSG00000022897	Dyrk1a	ortholog_one2one	1
ENSG00000157693	ENSMUSG00000045917	Tmem268	ortholog_one2one	1
ENSG00000157764	ENSMUSG00000002413	Braf	ortholog_one2one	1
ENSG00000157796	ENSMUSG00000037890	Wdr19	ortholog_one2one	1
ENSG00000157881	ENSMUSG00000029056	Pank4	ortholog_one2one	1
ENSG00000157954	ENSMUSG00000029578	Wipi2	ortholog_one2one	1
ENSG00000158480	ENSMUSG00000047030	Spata2	ortholog_one2one	1
ENSG00000158528	ENSMUSG00000032827	Ppp1r9a	ortholog_one2one	1
ENSG00000158792	ENSMUSG00000033594	Spata2l	ortholog_one2one	1
ENSG00000158987	ENSMUSG00000037533	Rapgef6	ortholog_one2many	1
ENSG00000159110	ENSMUSG00000022971	Ifnar2	ortholog_one2one	0
ENSG00000159164	ENSMUSG00000038486	Sv2a	ortholog_one2one	1
ENSG00000159199				
ENSG00000159784	ENSMUSG00000029861	Fam131b	ortholog_one2one	1
ENSG00000160113	ENSMUSG00000002393	Nr2f6	ortholog_one2one	1
ENSG00000160145	ENSMUSG00000061751	Kalrn	ortholog_one2one	1
ENSG00000160179	ENSMUSG00000024030	Abcg1	ortholog_one2one	1
ENSG00000160218	ENSMUSG00000000374	Trappc10	ortholog_one2many	1
ENSG00000160226	ENSMUSG00000020284	Cfap410	ortholog_one2one	1
ENSG00000160307	ENSMUSG00000033208	S100b	ortholog_one2one	1
ENSG00000160326	ENSMUSG00000036067	Slc2a6	ortholog_one2one	1
ENSG00000160563	ENSMUSG00000026799	Med27	ortholog_one2one	1
ENSG00000160679	ENSMUSG00000001017	Chtop	ortholog_one2one	1
ENSG00000160753	ENSMUSG00000041263	Rusc1	ortholog_one2one	1
ENSG00000160781	ENSMUSG00000041423	Paqr6	ortholog_one2one	1
ENSG00000160785	ENSMUSG00000050144	Slc25a44	ortholog_one2one	1
ENSG00000160953	ENSMUSG00000020156	Pwwp3a	ortholog_one2one	1
ENSG00000161091	ENSMUSG00000034854	Mfsd12	ortholog_one2one	1
ENSG00000161281	ENSMUSG00000074218	Cox7a1	ortholog_one2one	1
ENSG00000161981	ENSMUSG00000040767	Snrnp25	ortholog_one2one	1
ENSG00000162032	ENSMUSG00000024160	Spsb3	ortholog_one2one	1
ENSG00000162104	ENSMUSG00000005580	Adcy9	ortholog_one2one	1
ENSG00000162188	ENSMUSG00000071658	Gng3	ortholog_one2one	1
ENSG00000162373	ENSMUSG00000028545	Bend5	ortholog_one2one	1
ENSG00000162374	ENSMUSG00000028546	Elavl4	ortholog_one2one	1
ENSG00000162545	ENSMUSG00000046447	Camk2n1	ortholog_one2one	1
ENSG00000162604	ENSMUSG00000028563	Tm2d1	ortholog_one2one	1
ENSG00000162607	ENSMUSG00000028560	Usp1	ortholog_one2one	1
ENSG00000162630	ENSMUSG00000033849	B3galt2	ortholog_one2one	1
ENSG00000162670	ENSMUSG00000035131	Brinp3	ortholog_one2one	1
ENSG00000162694	ENSMUSG00000027963	Extl2	ortholog_one2one	1
ENSG00000162735	ENSMUSG00000003464	Pex19	ortholog_one2one	1
ENSG00000162775	ENSMUSG00000048109	Rbm15	ortholog_one2one	1
ENSG00000162783	ENSMUSG00000056708	Ier5	ortholog_one2one	1
ENSG00000162817	ENSMUSG00000039349	C130074G19Rik	ortholog_one2one	1
ENSG00000163069	ENSMUSG00000029156	Sgcb	ortholog_one2one	1
ENSG00000163288	ENSMUSG00000029212	Gabrb1	ortholog_one2one	1
ENSG00000163291	ENSMUSG00000055725	Paqr3	ortholog_one2one	1
ENSG00000163378	ENSMUSG00000035245	Eogt	ortholog_one2one	1
ENSG00000163536	ENSMUSG00000027834	Serpini1	ortholog_one2one	1
ENSG00000163607	ENSMUSG00000022668	Gtpbp8	ortholog_one2one	1
ENSG00000163624	ENSMUSG00000029330	Cds1	ortholog_one2one	1
ENSG00000163635	ENSMUSG00000021738	Atxn7	ortholog_one2one	1
ENSG00000163697	ENSMUSG00000029207	Apbb2	ortholog_one2one	1
ENSG00000163754	ENSMUSG00000019528	Gyg	ortholog_one2one	1
ENSG00000163788	ENSMUSG00000038145	Snrk	ortholog_one2one	1
ENSG00000163818	ENSMUSG00000025245	Lztfl1	ortholog_one2one	1
ENSG00000163872	ENSMUSG00000041215	Yeats2	ortholog_one2one	1
ENSG00000163946	ENSMUSG00000040651	Tasor	ortholog_one2one	1
ENSG00000163947	ENSMUSG00000021895	Arhgef3	ortholog_one2one	1
ENSG00000163956	ENSMUSG00000029103	Lrpap1	ortholog_one2one	1
ENSG00000163960	ENSMUSG00000053774	Ubxn7	ortholog_one2one	1
ENSG00000164089	ENSMUSG00000019232	Etnppl	ortholog_one2one	1
ENSG00000164091	ENSMUSG00000020257	Wdr82	ortholog_one2one	1
ENSG00000164105	ENSMUSG00000031609	Sap30	ortholog_one2one	1
ENSG00000164114	ENSMUSG00000033900	Map9	ortholog_one2one	1
ENSG00000164128	ENSMUSG00000036437	Npy1r	ortholog_one2one	1
ENSG00000164144	ENSMUSG00000102805	Gm37240	ortholog_one2many	1
ENSG00000164144	ENSMUSG00000074513	Arfip1	ortholog_one2many	1
ENSG00000164168	ENSMUSG00000031617	Tmem184c	ortholog_one2one	1
ENSG00000164190	ENSMUSG00000022141	Nipbl	ortholog_one2one	1
ENSG00000164209	ENSMUSG00000024259	Slc25a46	ortholog_one2one	1
ENSG00000164252	ENSMUSG00000021681	Aggf1	ortholog_one2many	1
ENSG00000164253	ENSMUSG00000042015	Wdr41	ortholog_one2one	1
ENSG00000164414	ENSMUSG00000028293	Slc35a1	ortholog_one2one	1
ENSG00000164418	ENSMUSG00000056073	Grik2	ortholog_one2one	1
ENSG00000164494	ENSMUSG00000038240	Pdss2	ortholog_one2one	1
ENSG00000164542	ENSMUSG00000036411	9530077C05Rik	ortholog_one2one	1
ENSG00000164615	ENSMUSG00000021501	Caml	ortholog_one2one	1
ENSG00000164631	ENSMUSG00000029587	Zfp12	ortholog_one2one	1
ENSG00000164683	ENSMUSG00000040289	Hey1	ortholog_one2one	1
ENSG00000164733	ENSMUSG00000021939	Ctsb	ortholog_one2one	1
ENSG00000164742	ENSMUSG00000020431	Adcy1	ortholog_one2one	1
ENSG00000164794	ENSMUSG00000022342	Kcnv1	ortholog_one2one	1
ENSG00000164815	ENSMUSG00000029012	Orc5	ortholog_one2one	1
ENSG00000164850	ENSMUSG00000053647	Gper1	ortholog_one2one	1
ENSG00000164929	ENSMUSG00000022296	Baalc	ortholog_one2one	1
ENSG00000164933	ENSMUSG00000022299	Slc25a32	ortholog_one2many	1
ENSG00000164975	ENSMUSG00000028483	Snapc3	ortholog_one2one	1
ENSG00000165023	ENSMUSG00000047842	Diras2	ortholog_one2one	1
ENSG00000165152	ENSMUSG00000039611	Pgap4	ortholog_one2one	1
ENSG00000165169	ENSMUSG00000031176	Dynlt3	ortholog_one2one	1
ENSG00000165300	ENSMUSG00000033214	Slitrk5	ortholog_one2one	1
ENSG00000165487	ENSMUSG00000021973	Micu2	ortholog_one2one	1
ENSG00000165495	ENSMUSG00000035934	Pknox2	ortholog_one2one	1
ENSG00000165525	ENSMUSG00000020982	Nemf	ortholog_one2one	1
